Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,Cleaned_Time_3,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456
GENERAL SEMINAR2(CHM800),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,
GENERAL SEMINAR(CHM800A),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,
GRADUATE SEMINAR(CHM801),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,
GRADUATE SEMINAR(CHM801A),0-0-0-0(0),DPGCCHM (I),,,,,,,,,,,,,
INORGANIC MOLECULES MATERIALS & MEDICINE(CSO203),3-1-0-0(11),"ASHIS KUMAR PATRA(I), JITENDRA   BERA(O)",MThF 09:00-10:00,W 09:00-10:00,,,M,Th,,9:00 AM,10:00 AM,,,,
INORGANIC MOLECULES  MATERIALS & MEDICINE(CSO203A),3-1-0-0(11),"ASHIS KUMAR PATRA(I), JITENDRA   BERA(O)",M (L02) Th (L02) F (L02)  09:00-10:00,W (L14) W (L10) W (L15) W (L11)  09:00-10:00,,,M,Th,,9:00 AM,10:00 AM,,,,
ENGLISH LANGUAGE & COMMUNICATION (BASIC) (SCHEME)(ELC111),2-1-1-0(9),SUDHARSHANA N P(I),M (DJAB(205H)) M (EEM117) M (DJAB(206H)) M (DJAB(203H)) W (DJAB(206H)) W (DJAB(203H)) W (DJAB(205H)) W (EEM117) F (DJAB(205H)) F (EEM117) F (DJAB(206H)) F (DJAB(203H))  17:00-18:00,Th (DJAB(203H)) Th (DJAB(205H)) Th (EEM117) Th (DJAB(206H))  17:00-18:00,,,M,M,M,17:00 PM,18:00 PM,,,,
ENGLISH LANGUAGE & COMMUNICATION (INTERMEDIATE) (SCHEME)(ELC112),2-1-1-0(9),SUDHARSHANA N P(I),M (DJAB(206H)) M (DJAB(205H)) W (DJAB(205H)) W (DJAB(206H)) F (DJAB(206H)) F (DJAB(205H))  08:00-09:00,Th (DJAB(205H)) Th (DJAB(206H))  08:00-09:00,,,M,M,W,8:00 AM,9:00 AM,,,,
ENGLISH LANGUAGE & COMMUNICATION (ADVANCED) (SCHEME)(ELC113),2-1-1-0(9),SUDHARSHANA N P(I),M (DJAB(203H)) M (EEM117) W (DJAB(203H)) W (EEM117) F (DJAB(203H)) F (EEM117)  08:00-09:00,Th (EEM117) Th (DJAB(203H))  08:00-09:00,,,M,M,W,8:00 AM,9:00 AM,,,,
MATHEMATICS FOR COMPUTER SCIENCE -I(CS201),3-0-0-0(9),MANINDRA  AGRAWAL   (I),M (RM101) W (RM101) F (RM101)  12:00-13:00,,,,M,W,F,12:00 PM,13:00 PM,,,,
TECHNICAL COMMUNICATION(CS300A),0-0-2-0(2),Preeti Malakar(I),T (RM101)  10:00-12:00,,,,T,1,,10:00 AM,12:00 PM,,,,
OPERATING SYSTEMS(CS330A),3-0-3-0(12),Debadatta Mishra(I),T (RM101) W (RM101) Th (RM101)  08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
THEORY OF COMPUTATION(CS340A),3-0-0-0(9),SUNIL EASAW  SIMON (I),"M (RM101) F (RM101)  08:00-09:00 ,T (RM101)  09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
ALGORITHMS -II(CS345A),3-0-0-0(9),SURENDER  BASWANA   (I),M (L16) W (L16) F (L16)  09:00-10:00,,,,M,W,F,9:00 AM,10:00 AM,,,,
PRINCIPLES OF PROGRAMMING LANGAUGES(CS350A),3-0-0-0(9),AMEY  KARKARE   (I),W (KD102) F (KD102)  15:30-17:00,,,,W,F,,15:30 PM,17:00 PM,,,,
INTRODUCTION TO COMPUTER GRAPHICS(CS360A),3-0-0-0(9),Soumya Dutta(I),M (KD101) Th (KD101)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
UG PROJECT (UGP-I)(CS395A),0-0-0-0(4),DUGCCSE (I),,,,,,,,,,,,,
UG PROJECT (UGP-II)(CS396A),0-0-0-0(9),DUGCCSE (I),,,,,,,,,,,,,
COMPUTER ARCHITECTURE(CS422A),3-0-0-0(9),MAINAK  CHAUDHURI   (I),M (KD101) Th (KD101)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
INTRODUCTION TO SOFTWARE ENGINEERING(CS455A),3-0-0-0(9),Sruti Ragavan(I),M (KD101) Th (KD101)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
UNDER GRADUATE PROJECT-III(CS498A),0-0-0-0(9),DUGCCSE (I),,,,,,,,,,,,,
UNDER GRADUATE PROJECT-IV(CS499A),0-0-0-0(9),DUGCCSE (I),,,,,,,,,,,,,
DESIGN AND ANALYSIS OF ALGORITHMS(CS602),3-0-0-0(9),SANJEEV  SAXENA   (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
DESIGN AND ANALYSIS OF ALGORITHMS(CS602A),3-0-0-0(9),SANJEEV  SAXENA   (I),W (RM101) F (RM101)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
PROGRAMMING FOR PERFORMANCE(CS610),3-0-0-0(9),Swarnendu  Biswas(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
PROGRAMMING FOR PERFORMANCE(CS610A),3-0-0-0(9),Swarnendu  Biswas(I),W (KD102) F (KD102)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
HUMAN CENTERED COMPUTING(CS616),3-0-0-0(9),Nisheeth  Srivastava   (I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
HUMAN CENTERED COMPUTING(CS616A),3-0-0-0(9),Nisheeth  Srivastava   (I),M (KD101) Th (KD101)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
COMPUTER SYSTEMS SECURITY(CS628),3-0-0-0(9),Angshuman Karmakar(I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
COMPUTER SYSTEMS SECURITY(CS628A),3-0-0-0(9),Angshuman Karmakar(I),M (KD103) Th (KD103)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
EMBEDDED AND CYBER-PHYSICAL SYSTEMS(CS637),3-0-0-0(9),INDRANIL  SAHA (I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
EMBEDDED AND CYBER-PHYSICAL SYSTEMS(CS637A),3-0-0-0(9),INDRANIL  SAHA (I),M (L07) Th (L07)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
PROGRAM ANALYSIS  VERIFICATION AND TESTING(CS639),3-0-0-0(9),SUBHAJIT  ROY (I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
PROGRAM ANALYSIS  VERIFICATION AND TESTING(CS639A),3-0-0-0(9),SUBHAJIT  ROY (I),M (KD102) Th (KD102)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
TOPICS IN LINEAR PROGRAMMING(CS655),3-0-0-0(9),RAJAT  MITTAL (I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
TOPICS IN LINEAR PROGRAMMING(CS655A),3-0-0-0(9),RAJAT  MITTAL (I),"T (KD102)  14:00-15:15 ,M (KD102)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
HARDWARE SECURITY OF INTERNET OF THINGS(CS666),3-0-0-0(9),Urbi Chatterjee(I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,T17:00-18:00,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM
HARDWARE SECURITY OF INTERNET OF THINGS(CS666A),3-0-0-0(9),Urbi Chatterjee(I),"W (KD102)  12:00-13:00 ,F (KD102)  14:00-15:00 ,T (KD102)  17:00-18:00",,,T17:00-18:00,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM
COMPUTATIONAL GENOMICS(CS690),3-0-0-0(9),Hamim  Zafar(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
COMPUTATIONAL GENOMICS(CS690A),3-0-0-0(9),Hamim  Zafar(I),W (RM101) F (RM101)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
SPECIAL TOPICS IN COMPUTER SCIENCE(CS697),0-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,
SPECIAL TOPICS IN COMPUTER SCIENCE(CS697A),0-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,
M TECH THESIS(CS699),0-0-0-0(0),"DPGCCSE (I), DUGCCSE (O)",,,,,,,,,,,,,
SENSING COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES(CS724),3-0-0-0(9),Amitangshu Pal(I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
SENSING  COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES(CS724A),3-0-0-0(9),Amitangshu Pal(I),M (KD102) Th (KD102)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
PSEUDO-RANDOM GENERATORS(CS744),3-0-0-0(9),SATYADEV  NANDAKUMAR   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
PSEUDO-RANDOM GENERATORS(CS744A),3-0-0-0(9),SATYADEV  NANDAKUMAR   (I),"T (KD102) F (KD102)  12:00-13:00 ,W (KD102)  14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
RANDOMIZED METHODS IN COMPUTATIONAL COMPLEXITY(CS747),3-0-0-0(9),NITIN  SAXENA (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
RANDOMIZED METHODS IN COMPUTATIONAL COMPLEXITY(CS747A),3-0-0-0(9),NITIN  SAXENA (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
MACHINE LEARNING TECHNIQUES(CS771),3-0-0-0(9),PIYUSH  RAI (I),MTh 18:00-19:15,,,,M,Th,,18:00 PM,19:15 PM,,,,
INTRODUCTION TO MACHINE LEARNING(CS771A),3-0-0-0(9),PIYUSH  RAI (I),M (L20) Th (L20)  18:00-19:15,,,,M,Th,,18:00 PM,19:15 PM,,,,
TOPICS IN LEARNING THEORY(CS777),3-0-0-0(9),Sutanu Gayen(I),WF 15:35-16:50,,,,W,F,,15:35 PM,16:50 PM,,,,
TOPICS IN LEARNING THEORY(CS777A),3-0-0-0(9),Sutanu Gayen(I),WF 15:35-16:50,,,,W,F,,15:35 PM,16:50 PM,,,,
STATISTICAL NATURAL LANGUAGE PROCESSING(CS779),3-0-0-0(9),Ashutosh Modi(I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
STATISTICAL NATURAL LANGUAGE PROCESSING(CS779A),3-0-0-0(9),Ashutosh Modi(I),W (KD102) F (KD102)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
SPECIAL TOPICS IN COMPUTER SCIENCE(CS797),0-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,
SPECIAL TOPICS IN COMPUTER SCIENCE(CS797A),3-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,
POST QUANTUM CRYPTOGRAPHY(CS798C),3-0-0-0(9),Debapriya Roy(I),W (KD102) F (KD102)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
INTRODUCTION TO PROBABILITY FOR COMPUTER SCIENCE(CS798F),3-0-0-0(9),SUMIT  GANGULY   (I),M (KD102) Th (KD102)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
TOPICS IN LARGE DATA ANALYSIS AND VISUALIZATION(CS798I),3-0-0-0(9),"Preeti Malakar(I), Soumya Dutta(O)","T (KD101)  14:00-15:15 ,M (KD101)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
INTRODUCTION TO LINEAR LOGIC AND ITS APPLICATION(CS798J),3-0-0-0(9),ANIL  SETH   (I),W (KD103) F (KD103)  15:30-17:00,,,,W,F,,15:30 PM,17:00 PM,,,,
PHD THESIS(CS799),0-0-0-0(0),DPGCCSE (I),,,,,,,,,,,,,
MS - RESEARCH THESIS(CS899),0-0-0-0(0),DPGCCSE (I),,,,,,,,,,,,,
FUNDAMENTALS OF COMPUTING - I(ESC111M) /C,3-1-3-0(7),Priyanka Bagade(I),M (L20) Th (L20) F (L20)  12:00-13:00,W (T210) W (T203) W (T111) W (T107) W (T205) W (T110) W (T209) W (T109) W (T112) W (T206) W (T108) W (T204) W (T106) W (T101) W (T207) W (T208)  12:00-13:00,F 14:00-17:00,,M,Th,,12:00 PM,13:00 PM,,,,
FUNDAMENTALS OF COMPUTING - I(ESC111M) /D,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,,,M,Th,,12:00 PM,13:00 PM,,,,
FUNDAMENTALS OF COMPUTING - II(ESC112M) /C,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,,,M,Th,,12:00 PM,13:00 PM,,,,
FUNDAMENTALS OF COMPUTING - II(ESC112M) /D,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,F 14:00-17:00,,M,Th,,12:00 PM,13:00 PM,,,,
DATA STRUCTURE & ALGORITHM(ESO207),3-0-3-0(12),RAGHUNATH  TEWARI (I),M (L18) W (L18) F (L18)  10:00-11:00,,MW 14:00-17:00,,M,W,F,10:00 AM,11:00 AM,,,,
DATA STRUCTURE & ALGORITHM(ESO207A),3-0-3-0(12),RAGHUNATH  TEWARI (I),MWF 10:00-11:00,,MW 14:00-17:00,,M,W,F,10:00 AM,11:00 AM,,,,
DESIGN THEORY(DES601),2-0-3-0(9),KOUMUDI  PATIL (I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
DESIGN THEORY(DES601A),2-0-3-0(9),KOUMUDI  PATIL (I),M (DP309) Th (DP309)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
DESIGN PRACTICE I(DES602),2-0-3-0(9),JANAKARAJAN  RAMKUMAR   (I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
DESIGN PRACTICE I(DES602A),2-0-3-0(9),JANAKARAJAN  RAMKUMAR   (I),W (DP309) F (DP309)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
INTEGRATED PRODUCT DEVELOPMENT-I(DES633),2-0-3-0(9),NACHIKETA  TIWARI (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
INTEGRATED PRODUCT DEVELOPMENT-I(DES633A),2-0-3-0(9),NACHIKETA  TIWARI (I),W (DP309) F (DP309)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
METHODS FOR DESIGN RESEARCH(DES635),2-0-3-0(4),KOUMUDI  PATIL (I),MTh 09:00-10:30,,,,M,Th,,9:00 AM,10:30 AM,,,,
METHODS FOR DESIGN RESEARCH(DES635A),2-0-3-0(9),KOUMUDI  PATIL (I),MTh 09:00-10:30,,,,M,Th,,9:00 AM,10:30 AM,,,,
HUMAN MACHINE INTERACTION(DES638),3-0-0-0(9),Gowdham P G(I),MTh 14:00-15:30,,,,M,Th,,14:00 PM,15:30 PM,,,,
HUMAN MACHINE INTERACTION(DES638A),3-0-0-0(9),Gowdham P G(I),MTh 14:00-15:30,,,,M,Th,,14:00 PM,15:30 PM,,,,
DESIGN FOR HUMAN MACHINE SYSTEMIC RELATIONSHIPS(DES640),3-0-0-0(9),Vivek Kant(I),"T 14:00-15:30 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:30 PM,M,,15:30 PM,17:00 PM
DESIGN FOR HUMAN MACHINE SYSTEMIC RELATIONSHIPS(DES640A),3-0-0-0(9),Vivek Kant(I),"T 14:00-15:30 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:30 PM,M,,15:30 PM,17:00 PM
DESIGN FOR INDUSTRY 4.0 AND INDUSTRIAL INTERNET OF THINGS(DES641),3-0-0-0(9),Amar Behera(I),MTh 12:00-13:30,,,,M,Th,,12:00 PM,13:30 PM,,,,
DESIGN FOR INDUSTRY 4.0 AND INDUSTRIAL INTERNET OF THINGS(DES641A),3-0-0-0(9),Amar Behera(I),MTh 12:00-13:30,,,,M,Th,,12:00 PM,13:30 PM,,,,
DESIGN PROJECT I(DES681),1-0-6-0(9),SATYAKI  ROY (I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
DESIGN PROJECT I(DES681A),1-0-6-0(9),SATYAKI  ROY (I),W (DP309) F (DP309)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
M DES THESIS(DES699),0-0-0-0(0),"DPGCDES (I), DUGCDES (O)",,,,,,,,,,,,,
PH.D THESIS(DES799),0-0-0-0(0),DPGCDES (I),,,,,,,,,,,,,
"ECONOMY, SOCIETY & PUBLIC POLICY(ECO111)",3-1-0-0(11),"SOHINI  SAHU   (I), Bikramaditya Datta(T), SOHINI  SAHU   (T)",M (L19) W (L19) F (L19)  08:00-09:00,Th (L14) Th (L15)  08:00-09:00,,,M,W,F,8:00 AM,9:00 AM,,,,
MICROECONOMICS I(ECO211),3-1-0-0(11),Vasudha Jain(I),M (L06) Th (L06) F (L06)  12:00-13:00,W (L06)  12:00-13:00,,,M,Th,,12:00 PM,13:00 PM,,,,
OPTIMIZATION(ECO271),3-1-0-0(11),Srinivas Arigapudi(I),M (L09) W (L09) F (L09)  09:00-10:00,Th (L09)  09:00-10:00,,,M,W,F,9:00 AM,10:00 AM,,,,
MICROECONOMICS II(ECO301A),3-0-0-0(9),SARANI  SAHA (I),"M (L09) F (L09)  08:00-09:00 ,T (L09)  09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
MACROECONOMICS-II(ECO321A),3-0-0-0(9),WASIM AHMAD(I),"T (L05)  12:00-13:00 ,W (L05) F (L05)  16:00-17:00",,,,T,1,,12:00 PM,13:00 PM,W,F,16:00 PM,17:00 PM
ECONOMETRICS I(ECO341A),3-0-3-0(12),MOHAMMAD ARSHAD RAHMAN(I),"W (L08) F (L08)  15:00-16:00 ,Th (L08)  17:00-18:00",,T 14:00-17:00,,W,F,,15:00 PM,16:00 PM,Th,,17:00 PM,18:00 PM
TECHNICAL COMMUNICATION(ECO397A),0-0-2-0(2),DUGCECO (I),T (L08)  10:00-12:00,,,,T,1,,10:00 AM,12:00 PM,,,,
UG PROJECT (UGP-I)(ECO398A),0-0-0-0(4),DUGCECO (I),,,,,,,,,,,,,
INDUSTRIAL ECONOMICS(ECO411A),3-0-0-0(9),Hargungeet Singh(I),"W (L05) F (L05)  14:00-15:00 ,T (L05)  17:00-18:00",,,,W,F,,14:00 PM,15:00 PM,T,,17:00 PM,18:00 PM
INTERNATIONAL ECONOMICS AND FINANCE(ECO412A),3-0-0-0(9),SOMESH KUMAR  MATHUR (I),T (L09) W (L09) Th (L09)  08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
UNDER GRADUATE PROJECT-III(ECO498A),0-0-0-0(9),DUGCECO (I),,,,,,,,,,,,,
MARKET DESIGN(ECO511A),3-0-0-0(9),Aditya Vikram(I),M (L06) W (L06) F (L06)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
MONEY AND BANKING(ECO521A),3-0-0-0(9),Sukumar Vellakkal(I),M (L04) Th (L04)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
PROFESSIONAL DEVELOPMENT & COMMUNICATION SKILLS(ECO600),1-0-0-0(3),DPGCECO (I),T 10:00-11:00,,,,T,1,,10:00 AM,11:00 AM,,,,
APPLIED MACROECONOMICS(ECO612),3-0-0-0(9),WASIM AHMAD(I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
APPLIED MACROECONOMICS(ECO612A),3-0-0-0(9),WASIM AHMAD(I),W (T212) F (T212)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
MATHEMATICAL METHODS FOR ECONOMICS(ECO671),3-0-0-0(9),Thirumulanathan Dhayaparan(I),MWF 09:00-10:00,Th 09:00-10:00,,,M,W,F,9:00 AM,10:00 AM,,,,
MATHEMATICAL METHODS FOR ECONOMICS(ECO671A),3-0-0-0(9),Thirumulanathan Dhayaparan(I),M (T206) W (T206) F (T206)  09:00-10:00,Th (T206)  09:00-10:00,,,M,W,F,9:00 AM,10:00 AM,,,,
M SC THESIS(ECO699),0-0-0-0(9),"DUGCECO (I), DUGCECO (O)",,,,,,,,,,,,,
MICROECONOMICS(ECO701),3-0-0-0(9),Raghvi Garg(I),MTh 10:00-11:30,,,,M,Th,,10:00 AM,11:30 AM,,,,
MICROECONOMICS(ECO701A),3-0-0-0(9),Raghvi Garg(I),M (T205) Th (T205)  10:00-11:00,,,,M,Th,,10:00 AM,11:00 AM,,,,
ECONOMETRICS(ECO704),3-0-0-0(9),Mahamitra Das(I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
ECONOMETRICS(ECO704A),3-0-0-0(9),Mahamitra Das(I),W (T102) F (T102)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
ECONOMIC GROWTH AND GEOPOLITICS(ECO715),3-0-0-0(9),VIMAL  KUMAR (I),"T (T206)  14:00-15:15 ,M (T206)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
EFFICIENCY AND PRODUCTIVITY ANALYSIS OF THE DECISION-MAKING UNITS: SOME HIGHER END MODELS(ECO716),3-0-0-0(9),SOMESH KUMAR  MATHUR (I),M (T104) Th (T104)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
PUBLIC ECONOMICS AND PUBLIC POLICY(ECO731),3-0-0-0(9),Neelanjan Datta(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
PUBLIC ECONOMICS AND PUBLIC POLICY(ECO731A),3-0-0-0(9),Neelanjan Datta(I),M (T211) Th (T211)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT(ECO747),3-0-0-0(9),P MURALI  PRASAD (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT(ECO747A),3-0-0-0(9),P MURALI  PRASAD (I),W (T201) F (T201)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE(ECO752),3-0-0-0(9),Not Offered (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE(ECO752A),3-0-0-0(9),Not Offered (I),M (T101) Th (T101)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
APPLIED ECONOMETRICS(ECO761),3-0-0-0(9),DEEP MUKHERJEE(I),"WF 15:00-16:00 ,Th 17:00-18:00",,,,W,F,,15:00 PM,16:00 PM,Th,,17:00 PM,18:00 PM
APPLIED ECONOMETRICS(ECO761A),3-0-0-0(9),DEEP MUKHERJEE(I),"W (T107) F (T107)  15:00-16:00 ,Th (T107)  17:00-18:00",,,,W,F,,15:00 PM,16:00 PM,Th,,17:00 PM,18:00 PM
PHD THESIS(ECO799),0-0-0-0(0),DPGCECO (I),,,,,,,,,,,,,
APPLIED PROBABILITY AND STATISTICS(HSO201),3-1-0-0(11),"JOYDEEP  DUTTA (I), Aditya Vikram(T)",M (L16) Th (L16) F (L16)  11:00-12:00,W (L16) W (L15)  11:00-12:00,,,M,Th,,11:00 AM,12:00 PM,,,,
SIGNALS  SYSTEMS AND NETWORKS(EE200),3-1-0-0(11),K S  VENKATESH   (I),M (L17) W (L17) F (L17)  12:00-13:00,Th (T208) Th (L16) Th (L17) Th (T104) Th (L15)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
PRINCIPLES OF COMMUNICATION(EE320A),3-1-0-0(11),KASTURI  VASUDEVAN   (I),T (L18) W (L18) Th (L18)  08:00-09:00,F (T102) F (T105) F (T104) F (T101) F (T103)  15:00-16:00,,,T,W,T,8:00 AM,9:00 AM,,,,
POWER SYSTEMS(EE330A),3-1-0-0(11),Swathi Battula(I),"M (L07) F (L07)  08:00-09:00 ,T (L07)  09:00-10:00",Th (L12) Th (T212) Th (L11) Th (T206) Th (T211)  11:00-12:00,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
DIGITAL ELECTRONICS(EE370A),3-1-0-0(11),Rik Dey(I),M (L17) W (L17) F (L17)  11:00-12:00,T (T111) T (T108) T (T109) T (T110) T (T112)  17:00-18:00,,,M,W,F,11:00 AM,12:00 PM,,,,
ELECTRICAL ENGINEERING LAB I(EE380A),0-2-6-0(12),YATINDRA NATH  SINGH (I),,"T (L01)  12:00-13:00 ,F (L01)  16:00-17:00 ,Th (L01)  17:00-18:00",MTWTh 14:00-17:00,,,,,,,,,,
ELECTRICAL ENGINEERING COMMUNICATION SKILLS(EE390A),0-0-2-0(2),ADRISH  BANERJEE   (I),,,T 10:00-12:00,,,,,,,,,,
ELECTRICAL ENGINEERING UNDER GRADUATE PROJECT I(EE391A),0-0-2-0(4),DUGCEE (I),,,,,,,,,,,,,
ELECTRICAL ENGINEERING LAB I(EE480A),0-2-6-0(10),YATINDRA NATH  SINGH (I),,"T (T109)  12:00-13:00 ,F (T109)  16:00-17:00 ,Th (T109)  17:00-18:00",MTWTh 14:00-17:00,,,,,,,,,,
UNDER GRADUATE PROJECT -III(EE491A),0-0-0-0(9),DUGCEE (I),,,,,,,,,,,,,
IMAGE PROCESSING(EE604),3-0-0-0(9),Tushar Sandhan(I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
IMAGE PROCESSING(EE604A),3-0-0-0(9),Tushar Sandhan(I),W (L07) F (L07)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
INTRODUCTION TO SIGNAL ANALYSIS(EE605),3-0-0-0(9),"KETAN  RAJAWAT (I), AJIT K CHATURVEDI (O)",MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
INTRODUCTION TO SIGNAL ANALYSIS(EE605A),3-0-0-0(9),"KETAN  RAJAWAT (I), AJIT K CHATURVEDI (O)",M (T111) Th (T111)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
ANALOG/DIGITAL VLSI CIRCUITS(EE610),3-0-0-0(9),Imon Mondal(I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
ANALOG/DIGITAL VLSI CIRCUITS(EE610A),3-0-0-0(9),Imon Mondal(I),M (L08) Th (L08)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
SOLID STATE DEVICES I(EE614),3-0-0-0(9),ALOKE KUMAR DUTTA (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
SOLID STATE DEVICES I(EE614A),3-0-0-0(9),ALOKE KUMAR DUTTA (I),W (L12) F (L12)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
SEMICONDUCTOR DEVICE MODELLING(EE616),3-0-0-0(9),YOGESH SINGH  CHAUHAN (I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
SEMICONDUCTOR DEVICE MODELLING(EE616A),3-0-0-0(9),YOGESH SINGH  CHAUHAN (I),M (ACES213) Th (ACES213)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
