Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,Cleaned_Time_3,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456
COMPUTER AIDED DESIGN OF THERMAL SYSTEMS(ME648A),3-0-0-0(9),PRADIPTA K  PANIGRAHI (I),"W (T211)  12:00-13:00 ,F (T211)  14:00-15:00 ,T (T210)  17:00-18:00",,,T17:00-18:00,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM
BUBBLES AND DROPLETS(ME655),3-0-0-0(9),Aditya  Saurabh(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
BUBBLES AND DROPLETS(ME655A),3-0-0-0(9),Aditya  Saurabh(I),M (T201) Th (T201)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
MACHINING SCIENCE I(ME661),3-0-0-0(9),Sarvesh Mishra(I),"MF 08:00-09:00 ,T 09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
MACHINING SCIENCE I(ME661A),3-0-0-0(9),Sarvesh Mishra(I),"M (T210) F (T210)  08:00-09:00 ,T (T210)  09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
METAL FORMING(ME663),3-0-0-0(9),"Supratik Mukhopadhyay(I), Ushasi Roy(O)",MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
METAL FORMING(ME663A),3-0-0-0(9),"Supratik Mukhopadhyay(I), Ushasi Roy(O)",M (T109) Th (T109)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
ADDITIVE MANUFACTURING(ME670),3-0-0-0(9),ARVIND  KUMAR (I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
ADDITIVE MANUFACTURING(ME670A),3-0-0-0(9),ARVIND  KUMAR (I),M (T203) Th (T203)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
FLUID MECHANICS OF FLAPPING FOILS(ME674),3-0-0-0(9),SACHIN Y  SHINDE (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
FLUID MECHANICS OF FLAPPING FOILS(ME674A),3-0-0-0(9),SACHIN Y  SHINDE (I),W (T112) F (T112)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MATHEMATICS FOR ENGINEERS(ME681),3-0-0-0(9),BHASKAR  DASGUPTA   (I),MWF 17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
MATHEMATICS FOR ENGINEERS(ME681A),3-0-0-0(9),BHASKAR  DASGUPTA   (I),M (L07) W (L07) F (L07)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
TECHNIQUES IN NON-DESTRUCTIVE EVALUATION(ME683),3-0-0-0(9),Chandraprakash Chindam(I),TWTh 08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
TECHNIQUES IN NON-DESTRUCTIVE EVALUATION(ME683A),3-0-0-0(9),Chandraprakash Chindam(I),T (T211) W (T211) Th (T211)  08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
APPLIED NUMERICAL METHODS(ME685),3-0-0-0(9),K  MURALIDHAR (I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
APPLIED NUMERICAL METHODS(ME685A),3-0-0-0(9),K  MURALIDHAR (I),"T (L15)  14:00-15:15 ,M (L15)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
MACHINE LEARNING FOR ENGINEERS(ME698A),3-0-0-0(9),MALAY KUMAR  DAS   (I),M (L14) Th (L14)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
MECHANICS OF ELECTROMAGNETIC CONTINUA(ME698B),3-0-0-0(9),ISHAN  SHARMA   (I),M (T111) Th (T111)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
ELEMENTS OF SHELL THEORY(ME698C),3-0-0-0(9),ANURAG  GUPTA       (I),"T (T105)  14:00-15:15 ,M (T105)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
M TECH THESIS(ME699),0-0-0-0(0),"DPGCME (I), DUGCME (O)",,,,,,,,,,,,,
DESIGN FOR MANUFACTURE & ASSEMBLY(ME701),3-0-0-0(9),NIRAJ  SINHA (I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
DESIGN FOR MANUFACTURE & ASSEMBLY(ME701A),3-0-0-0(9),NIRAJ  SINHA (I),M (T105) Th (T105)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
MECHANICAL ENGINEERING POSTGRADUATE SEMINAR I(ME702),0-0-0-0(0),JISHNU  BHATTACHARYA (I),Th (T108)  17:00-18:00,,,,T,h,,17:00 PM,18:00 PM,,,,
COMPOSITE MATERIALS(ME727),3-0-0-0(9),P  VENKITANARAYANAN     (I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
COMPOSITE MATERIALS(ME727A),3-0-0-0(9),P  VENKITANARAYANAN     (I),"T (T205)  14:00-15:15 ,M (T205)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
BOILING & CONDENSATION(ME742),3-0-0-0(9),Umesh Madanan(I),TTh 15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
BOILING AND CONDENSATION(ME742A),3-0-0-0(9),Umesh Madanan(I),T (T205) Th (T205)  15:30-17:00,,,,T,Th,,15:30 PM,17:00 PM,,,,
MODELING AND TURBULENT COMBUSTION(ME745),3-0-0-0(9),SANTANU  DE (I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
MODELING AND TURBULENT COMBUSTION(ME745A),3-0-0-0(9),SANTANU  DE (I),M (WL228) Th (WL228)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
COMPUTER AIDED ENGINEERING DESIGN(ME751),3-0-0-0(9),ANUPAM  SAXENA   (I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
COMPUTER AIDED ENGINEERING DESIGN(ME751A),3-0-0-0(9),ANUPAM  SAXENA   (I),W (T103) F (T103)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
VIBRATION CONTROL(ME756),3-0-0-0(9),B  BHATTACHARYA   (I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,T17:00-18:00,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM
VIBRATION CONTROL(ME756A),3-0-0-0(9),B  BHATTACHARYA   (I),"W (T103)  12:00-13:00 ,F (T103)  14:00-15:00 ,T (T103)  17:00-18:00",,,T17:00-18:00,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM
DYNAMICS OF ROTATING MACHINERY(ME757),3-0-0-0(9),N S  VYAS   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
DYNAMICS OF ROTATING MACHINERY(ME757A),3-0-0-0(9),N S  VYAS   (I),"T (T108) F (T108)  12:00-13:00 ,W (T108)  14:00-15:00",,,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM
INTRODUCTION TO ROBOTICS(ME762),3-0-0-0(9),ASHISH  DUTTA   (I),WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
INTRODUCTION TO ROBOTICS(ME762A),3-0-0-0(9),ASHISH  DUTTA   (I),W (L01) F (L01)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
MANUFACTURING AUTOMATION(ME765),3-0-0-0(9),Keval Ramani(I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MANUFACTURING AUTOMATION(ME765A),3-0-0-0(9),Keval Ramani(I),W (T105) F (T105)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
PHD THESIS(ME799),0-0-0-0(0),DPGCME (I),,,,,,,,,,,,,
MS - RESEARCH THESIS(ME899),0-0-0-0(0),DPGCME (I),,,,,,,,,,,,,
ELECTROCHEMICAL ENERGY SYSTEMS(SEE606),3-0-0-0(9),Kanwar Singh Nalwa(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
MANUFACTURING PROCESSES II(TA212),0-0-3-0(3),SHANTANU  BHATTACHARYA   (I),,,ThF 14:00-17:00,,,,,,,,,,
NATURE AND PROPERTIES OF MATERIALS(ESO205A),3-1-3-0(14),SANDEEP  SANGAL (I),M (L01) W (L01) F (L01)  11:00-12:00,Th (L10) Th (L13) Th (L09)  11:00-12:00,TThF 14:00-17:00,,M,W,F,11:00 AM,12:00 PM,,,,
INTRODUCTION TO MATERIALS SCIENCE AND ENGINEERING(ESO225),2-1-0-0(8),KRISHANU  BISWAS (I),M (L09) W (L09)  11:00-12:00,F (T205) F (T204) F (T203)  11:00-12:00,,,M,W,,11:00 AM,12:00 PM,,,,
THERMODYNAMICS & PHASE EQUILIBRIA(MSE201),3-1-0-0(11),DEEPAK  GUPTA (I),M (L05) W (L05) F (L05)  12:00-13:00,Th (L05)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
COMPUTATIONAL METHODS IN MATERIAL SCIENCE AND ENGINEERING(MSE204),3-0-0-0(9),SOMNATH BHOWMICK(I),M (L15) W (L15) F (L15)  17:00-18:00,,,,M,W,F,17:00 PM,18:00 PM,,,,
PROFESSIONAL & TECHNICAL COMMUNICATION(MSE300A),0-0-0-2(2),MONICA  KATIYAR (I),,,T 10:00-12:00,,,,,,,,,,
PHASE TRANSFORMATIONS(MSE301A),2-0-0-0(6),KALLOL  MONDAL (I),T (L15) Th (L15)  17:00-18:00,,,,T,Th,,17:00 PM,18:00 PM,,,,
MECHANICAL BEHAVIOUR OF MATERIALS(MSE302A),3-0-0-0(9),Srinu Gangolu(I),T (L04) W (L04) Th (L04)  08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS(MSE303A),3-0-0-0(9),ANSHU GAUR(I),"M (L15) F (L15)  08:00-09:00 ,T (L15)  09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
PHYSICAL METALLURGY LABORATORY(MSE311A),0-0-3-0(3),SHOBIT OMAR(I),,,MTTh 14:00-17:00,,,,,,,,,,
MECHANICAL BEHAVIOUR LABORATORY(MSE313A),0-0-3-0(3),Nilesh Badwe(I),,,MTTh 14:00-17:00,,,,,,,,,,
UNDER GRADUATE PROJECT I(MSE349A),0-0-2-0(4),DUGCMSE (I),,,,,,,,,,,,,
UNDER GRADUATE PROJECT III(MSE497A),3-0-0-0(9),DUGCMSE (I),,,,,,,,,,,,,
STRUCTURE AND CHARACTERIZATION OF MATERIALS(MSE615),3-0-0-0(9),TANMOY MAITI(I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
STRUCTURE AND CHARACTERIZATION OF MATERIALS(MSE615A),3-0-0-0(9),TANMOY MAITI(I),M (WL226) Th (WL226)  14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
TRANSPORT PHENOMENA(MSE626),3-1-0-0(5),Arunabh Meshram(I),MTh 10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
TRANSPORT PHENOMENA(MSE626A),3-0-0-0(9),Arunabh Meshram(I),M (WL235) Th (WL235)  10:30-12:00,,,,M,Th,,10:30 AM,12:00 PM,,,,
ELECTRONIC DEVICES AND CHARACTERIZATION(MSE628),3-0-0-0(9),Shikhar Misra(I),WF 10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
ELECTRONIC DEVICES AND CHARACTERIZATION(MSE628A),3-0-0-0(9),Shikhar Misra(I),W (T102) F (T102)  10:30-12:00,,,,W,F,,10:30 AM,12:00 PM,,,,
PHYSICAL & MATHEMATICAL MODELLING OF STEELMAKING PROCESSES(MSE629),3-0-0-0(9),DIPAK  MAZUMDAR (I),"T 10:00-11:00 ,WF 15:00-16:00 ,M 17:00-18:00",,,M17:00-18:00,T,1,,10:00 AM,11:00 AM,W,F,15:00 PM,16:00 PM
PHYSICAL & MATHEMATICAL MODELLING OF STEELMAKING PROCESSES(MSE629A),3-0-0-0(9),DIPAK  MAZUMDAR (I),"T (T212)  10:00-11:00 ,W (T212) F (T212)  15:00-16:00 ,M (T212)  17:00-18:00",,,M17:00-18:00,T,1,,10:00 AM,11:00 AM,W,F,15:00 PM,16:00 PM
MICROSCOPY AND MICROANALYSIS OF MATERIALS(MSE642),3-0-0-0(9),NILESH PRAKASH GURAO(I),TWTh 08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
MICROSCOPY AND MICROANALYSIS OF MATERIALS(MSE642A),3-0-0-0(9),NILESH PRAKASH GURAO(I),T (L10) W (L10) Th (L10)  08:00-09:00,,,,T,W,T,8:00 AM,9:00 AM,,,,
ADVANCE CHARACTERIZATION TECHNIQUES FOR PHOTOVOLTAIC DEVICES AND MATERIALS(MSE645),3-0-0-0(9),SARANG  INGOLE (I),"MF 08:00-09:00 ,T 09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
ADVANCE CHARACTERIZATION TECHNIQUES FOR PHOTOVOLTAIC DEVICES AND MATERIALS(MSE645A),3-0-0-1(10),SARANG  INGOLE (I),"M (T212) F (T212)  08:00-09:00 ,T (T212)  09:00-10:00",,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
ADVANCED CORROSION SCIENCE AND TECHNOLOGY(MSE654),3-0-0-0(9),Raghupathy Yuvaraj(I),M (T206) Th (T206)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
ADVANCED CORROSION SCIENCE AND TECHNOLOGY(MSE654A),3-0-0-0(9),Raghupathy Yuvaraj(I),MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
DISLOCATIONS AND PLASTICITY(MSE658),3-0-0-0(9),Niraj Chawake(I),MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
DISLOCATIONS AND PLASTICITY(MSE658A),3-0-0-0(9),Niraj Chawake(I),M (T110) Th (T110)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
POWDER METALLURGY(MSE659),3-0-0-0(9),ANISH  UPADHYAYA (I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
POWDER METALLURGY(MSE659A),3-0-0-0(9),ANISH  UPADHYAYA (I),"T (L05)  14:00-15:15 ,M (L05)  15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
SOLIDIFICATION PROCESSING(MSE670),3-0-0-0(9),AMARENDRA KUMAR SINGH(I),WF 15:30-17:00,,,,W,F,,15:30 PM,17:00 PM,,,,
SOLIDIFICATION PROCESSING(MSE670A),3-0-0-0(9),AMARENDRA KUMAR SINGH(I),W (T108) F (T108)  15:30-17:00,,,,W,F,,15:30 PM,17:00 PM,,,,
HEAT TREATMENT AND SURFACE HARDENING(MSE671),3-0-0-0(9),KAUSTUBH NARHAR KULKARNI(I),"T 11:00-12:00 ,WF 16:00-17:00 ,Th 17:00-18:00",,,Th17:00-18:00,T,1,,11:00 AM,12:00 PM,W,F,16:00 PM,17:00 PM
HEAT TREATMENT AND SURFACE HARDENING(MSE671A),3-0-0-0(9),KAUSTUBH NARHAR KULKARNI(I),"T (L11)  11:00-12:00 ,W (L11) F (L11)  16:00-17:00",,,,T,1,,11:00 AM,12:00 PM,W,F,16:00 PM,17:00 PM
SEMINAR PARTICIPATION(MSE690),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
SEMINAR PARTICIPATION(MSE690A),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
SEMINAR PRESENTATION(MSE691),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
SEMINAR PRESENTATION(MSE691A),0-0-0-0(0),"VIVEK  VERMA (I), Rahul Sarkar(O)",W (WL226) F (WL226)  17:00-18:30,,,,W,F,,17:00 PM,18:30 PM,,,,
MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES(MSE693),3-0-0-0(9),KANTESH  BALANI (I),WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES(MSE693A),3-0-0-0(9),KANTESH  BALANI (I),W (WL228) F (WL228)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES(MSE694),3-0-0-0(9),Shikhar  Jha(I),WF 12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES(MSE694A),3-0-0-0(9),Shikhar  Jha(I),W (WL237) F (WL237)  12:00-13:15,,,,W,F,,12:00 PM,13:15 PM,,,,
M.TECH THESIS(MSE699),0-0-0-0(0),"DPGCMSE (I), DUGCMSE (O)",,,,,,,,,,,,,
PH D THESIS(MSE799),0-0-0-0(0),DPGCMSE (I),,,,,,,,,,,,,
MANUFACTURING PROCESSES I(TA201A),1-0-3-0(6),SUDHANSHU SHEKHAR  SINGH (I),T 09:00-10:00,,MTW 14:00-17:00,,T,0,,9:00 AM,10:00 AM,,,,
MANUFACTURING PROCESSES I(TA211),0-0-3-0(3),SUDHANSHU SHEKHAR  SINGH (I),,,MTW 14:00-17:00,,,,,,,,,,
STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS(MS601),3-0-0-0(9),"SRI  SIVAKUMAR (I), Y N  MOHAPATRA   (O)",MTh 09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS(MS601A),3-0-0-0(9),"SRI  SIVAKUMAR (I), Y N  MOHAPATRA   (O)",M (T203) Th (T203)  09:00-10:15,,,,M,Th,,9:00 AM,10:15 AM,,,,
ELECTRICAL AND DIELECTRIC MATERIALS(MS602),3-0-0-0(9),"Amit   Verma(I), MD JALEEL  AKHTAR   (O)",MTh 12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
ELECTRICAL AND DIELECTRIC MATERIALS(MS602A),3-0-0-0(9),"Amit   Verma(I), MD JALEEL  AKHTAR   (O)",M (T111) Th (T111)  12:00-13:15,,,,M,Th,,12:00 PM,13:15 PM,,,,
MECHANICAL PROPERTIES OF MATERIALS(MS603),3-0-0-1(5),"RAJ GANESH S  PALA (I), Pritam  Chakraborty   (O)",WF 09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
MECHANICAL PROPERTIES OF MATERIALS(MS603A),3-0-0-0(9),"RAJ GANESH S  PALA (I), Pritam  Chakraborty   (O)",W (T103) F (T103)  09:00-10:15,,,,W,F,,9:00 AM,10:15 AM,,,,
ENGINEERING POLYMERS(MS614),3-0-0-0(4),KAMAL K  KAR   (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
ENGINEERING POLYMERS(MS614A),3-0-0-0(9),KAMAL K  KAR   (I),MTh 14:00-15:15,,,,M,Th,,14:00 PM,15:15 PM,,,,
HIGH PERFORMANCE POLYMERS AND COMPOSITES(MS616),3-0-0-0(9),KAMAL K  KAR   (I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
HIGH PERFORMANCE POLYMERS AND COMPOSITES(MS616A),3-0-0-0(9),KAMAL K  KAR   (I),"T 14:00-15:15 ,M 15:30-17:00",,,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM
GRADUATE SEMINAR(MS698A),0-0-0-0(0),SIDDHARTHA  PANDA (I),,,,,,,,,,,,,
M TECH THESIS(MS699),0-0-0-0(0),"DPGCMSP (I), DUGCMSP (O)",,,,,,,,,,,,,
PHD THESIS(MS799),0-0-0-0(0),DPGCMSP (I),,,,,,,,,,,,,
COMPLEX VARIABLES(MSO202M),3-1-0-0(6),Saurabh Singh(I),W (L20) Th (L20) F (L20)  09:00-10:00,M (L10) M (L05) M (L12) M (L11) M (L04)  09:00-10:00,,,W,Th,,9:00 AM,10:00 AM,,,,
PARTIAL DIFFERENTIAL EQUATIONS(MSO203M),3-1-0-0(6),Prosenjit Roy(I),WThF 09:00-10:00,M 09:00-10:00,,,W,Th,,9:00 AM,10:00 AM,,,,
INTRODUCTION TO PROBABILITY THEORY(MSO205),3-0-0-0(11),SUBHRA SANKAR DHAR(I),W (L04) Th (L04) F (L04)  11:00-12:00,M (L04)  11:00-12:00,,,W,Th,,11:00 AM,12:00 PM,,,,
MATHEMATICS - II(MTH102A),3-1-0-0(11),"KAUSHIK BAL(I), DHIRENDRA  BAHUGUNA (O)",MWTh 17:00-18:00,T 17:00-18:00,,,M,W,T,17:00 PM,18:00 PM,,,,
SINGLE VARIABLE CALCULUS(MTH111M) /A,3-1-0-0(6),NANDINI  NILAKANTAN (I),M (L19) Th (L19) F (L19)  16:00-17:00,T (L10) T (L11) T (L12)  16:00-17:00,,,M,Th,,16:00 PM,17:00 PM,,,,
SINGLE VARIABLE CALCULUS(MTH111M) /B,3-1-0-0(6),P  SHUNMUGARAJ (I),M (L07) Th (L07) F (L07)  16:00-17:00,T (L14) T (L15) T (L13)  16:00-17:00,,,M,Th,,16:00 PM,17:00 PM,,,,
SINGLE VARIABLE CALCULUS(MTH111M) /C,3-1-0-0(6),NANDINI  NILAKANTAN (I),M (L19) W (L19) F (L19)  10:00-11:00,T (L10) T (L11) T (L12)  10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
SINGLE VARIABLE CALCULUS(MTH111M) /D,3-1-0-0(6),P  SHUNMUGARAJ (I),M (L07) W (L07) F (L07)  10:00-11:00,T (L15) T (L13) T (L14)  10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /A,3-1-0-0(6),ASHIS MANDAL(I),MThF 16:00-17:00,T 16:00-17:00,,,M,Th,,16:00 PM,17:00 PM,,,,
APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /B,3-1-0-0(6),ABHIJIT PAL(I),MThF 16:00-17:00,T 16:00-17:00,,,M,Th,,16:00 PM,17:00 PM,,,,
APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /C,3-1-0-0(6),ASHIS MANDAL(I),MWF 10:00-11:00,T 10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /D,3-1-0-0(6),ABHIJIT PAL(I),MWF 10:00-11:00,T 10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
LINEAR ALGEBRA(MTH113M),3-1-0-0(6),KAUSHIK BAL(I),MWTh 17:00-18:00,T 17:00-18:00,,,M,W,T,17:00 PM,18:00 PM,,,,
ORDINARY DIFFERENTIAL EQUATIONS(MTH114M),3-1-0-0(6),DHIRENDRA  BAHUGUNA (I),MWTh 17:00-18:00,T 17:00-18:00,,,M,W,T,17:00 PM,18:00 PM,,,,
A FIRST COURSE IN LINEAR ALGEBRA(MTH201A),3-1-0-0(11),SOMNATH  JHA (I),M (L14) W (L14) F (L14)  17:00-18:00,T (L14)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,
A FIRST COURSE IN LINEAR ALGEBRA(MTH201B),3-1-0-0(11),Santosh  Nadimpalli(I),M (T203) W (T203) F (T203)  17:00-18:00,T (T203)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,
SET THEORY AND DISCRETE MATHEMATICS(MTH202),3-1-0-0(11),ALOK KUMAR  MALOO (I),M (L04) T (L04) Th (L04)  10:00-11:00,F (L04)  14:00-15:00,,,M,T,T,10:00 AM,11:00 AM,,,,
SET THEORY AND DISCRETE MATHEMATICS(MTH202A),3-1-0-0(11),ALOK KUMAR  MALOO (I),MTTh 10:00-11:00,F 14:00-15:00,,,M,T,T,10:00 AM,11:00 AM,,,,
MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE I)(MTH206M),3-1-0-0(6),Soumyarup Sadhukhan(I),M (L10) W (L10) F (L10)  10:00-11:00,Th (L10)  10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE II)(MTH207M),3-1-0-0(6),Soumyarup Sadhukhan(I),MWF 10:00-11:00,Th 10:00-11:00,,,M,W,F,10:00 AM,11:00 AM,,,,
DATA SCIENCE LAB 1(MTH208),0-0-3-2(5),Dootika  Vats(I),,,"T 09:00-10:15 ,Th 14:00-15:15",,,,,,,,,,
ANALYSIS - I(MTH301),3-1-0-0(11),Ashutosh Kumar(I),MWF 12:00-13:00,Th 12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
ANALYSIS- I(MTH301A),3-1-0-0(11),Ashutosh Kumar(I),M (WL228) W (WL228) F (WL228)  12:00-13:00,Th (WL228)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
SET THEORY & LOGIC(MTH302),3-1-0-0(11),Amit     Shekhar Kuber (I),MWF 12:00-13:00,Th 12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
SET THEORY & LOGIC(MTH302A),3-1-0-0(11),Amit     Shekhar Kuber (I),M (L13) W (L13) F (L13)  12:00-13:00,Th (L13)  12:00-13:00,,,M,W,F,12:00 PM,13:00 PM,,,,
SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY(MTH305),3-1-0-0(11),G  SANTHANAM (I),MWF 11:00-12:00,Th 11:00-12:00,,,M,W,F,11:00 AM,12:00 PM,,,,
SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY(MTH305A),3-1-0-0(11),G  SANTHANAM (I),M (L10) W (L10) F (L10)  11:00-12:00,T (L10)  11:00-12:00,,,M,W,F,11:00 AM,12:00 PM,,,,
UG PROJECT (UGP-I)(MTH391A),0-0-0-0(4),DEBASIS SEN(I),,,,,,,,,,,,,
UNDER GRADUATE PROJECT II(MTH392A),0-0-9-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
UG PROJECT (UGP-III)(MTH393A),3-0-0-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
UNDER GRADUATE PROJECT IV(MTH394A),0-0-9-0(9),DEBASIS SEN(I),,,,,,,,,,,,,
TECHNICAL COMMUNICATION SKILLS(MTH399A),0-0-0-2(2),APARNA  DAR (I),,,Th (L13)  09:00-11:00,,,,,,,,,,
COMPLEX ANALYSIS(MTH403A),3-1-0-0(11),Arijit  Ganguly(I),"M (L04) F (L01)  08:00-09:00 ,T (L01)  09:00-10:00",W (L01)  15:00-16:00,,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM
ANALYSIS II(MTH404A),3-1-0-0(11),Keshab Bakshi(I),T (FB557) W (FB557) Th (FB557)  08:00-09:00,W (FB557)  14:00-15:00,,,T,W,T,8:00 AM,9:00 AM,,,,
