,Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
502,MATHEMATICS FOR EARTH SCIENCES(ES651A),9,DIBAKAR GHOSAL(I),W (WL305) F (WL305)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES651A
503,SOLID EARTH GEOPHYSICS(ES655),11,ANIMESH MANDAL(I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ES655
504,SOLID EARTH GEOPHYSICS(ES655A),11,ANIMESH MANDAL(I),W (WL226) F (WL226)  09:00-10:15,,W 15:00-17:00,W,F,,,,,,,,,,W,,None,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,5:00 PM,5:00 PM,5:00 PM,3:00 PM,3:00 PM,3:00 PM,ES655A
505,ROCK MAGNETISM(ES664),9,Amar  Agarwal(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES664
506,ROCK MAGNETISM(ES664A),9,Amar  Agarwal(I),M (WL305) Th (WL305)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ES664A
507,PHYSICS OF EARTHQUAKES(ES665),9,Deepa Mele Veedu(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ES665
508,PHYSICS OF EARTHQUAKES(ES665A),9,Deepa Mele Veedu(I),T (WL226) Th (WL226)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ES665A
509,M TECH THESIS(ES699),0,"DPGCES (I), DUGCES (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES699
510,PH D THESIS(ES799),0,DPGCES (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES799
511,FUNDAMENTALS OF EARTH SCIENCES(ESO213),9,Deepak Dhingra(I),M (L17) W (L17) F (L17)  09:00-10:00,,,M,W,F,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,ESO213
512,INDIAN ART AND CIVILIZATION(ART101),11,Rajarshi (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ART101
513,INDIAN ART AND CIVILIZATION(ART101A),11,Rajarshi (I),M (L03) W (L03) F (L03)  18:00-19:00,Th (L03) Th (L12)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ART101A
514,THE ART OF AMERICAN WAR MOVIES(ART404A),9,RITWIJ BHOWMIK(I),T (L09) W (L09) F (L09)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ART404A
515,ART CRITICISM: THEORY AND PRACTICE(ART406A),9,SHATARUPA THAKURTA  ROY   (I),M (L09) W (L09) F (L09)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ART406A
516,VISUAL ETHNOGRAPHY(ART706),9,Rajarshi (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ART706
517,VISUAL ETHNOGRAPHY(ART706A),9,Rajarshi (I),M (T112) Th (T112)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ART706A
518,RESEARCH METHODS IN VISUAL CULTURE(ART708),9,SHATARUPA THAKURTA  ROY   (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ART708
519,RESEARCH METHODS IN VISUAL CULTURE(ART708A),9,SHATARUPA THAKURTA  ROY   (I),W (T112) F (T112)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ART708A
520,CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711),9,RITWIJ BHOWMIK(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ART711
521,CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711A),9,RITWIJ BHOWMIK(I),M (T103) Th (T103)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ART711A
522,INTRODUCTION TO LITERATURE(ENG123),11,G  NEELAKANTAN (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG123
523,INTRODUCTION TO LITERATURE(ENG123A),11,G  NEELAKANTAN (I),M (L04) W (L04) F (L04) F (L10) F (L11)  18:00-19:00,Th (L04)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG123A
524,LANGUAGE AND SOCIETY(ENG124),11,Chinmay Dharurkar(I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG124
525,LANGUAGE AND SOCIETY(ENG124A),11,Chinmay Dharurkar(I),M (L05) W (L05) F (L05)  18:00-19:00,Th (L05)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,ENG124A
526,SECOND LANGUAGE ACQUISITION(ENG408A),9,SUDHARSHANA N P(I),M (L10) W (L10) F (L10)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG408A
527,CURRENT ISSUES IN LINGUISTICS(ENG423A),9,Usha Udaar(I),M (FB657) W (FB657) F (FB657)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG423A
528,INDIAN LITERATURE(ENG437A),9,Muthukumar M(I),T (L11) W (L11) F (L11)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ENG437A
529,LITERATURE AND CENSORSHIP(ENG439A),9,MINI  CHANDRAN (I),T (L10) W (L10) F (L10)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ENG439A
530,LITERATURE & ADAPTATION(ENG446A),9,SUCHITRA  MATHUR (I),M (WL228) W (WL228) F (WL228)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG446A
531,ACADEMIC WRITING(ENG450A),9,Lakshmana Pinninti(I),M (L02) W (L02) F (L02)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG450A
532,LINGUISTIC TYPOLOGY(ENG452A),9,CHAITHRA  PUTTASWAMY (I),M (L11) W (L11) F (L11)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG452A
533,CLIMATE FICTION AND FILMS(ENG456A),9,T  RAVICHANDRAN (I),T (L12) W (L12) F (L12)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ENG456A
534,FILM AND THEORY(ENG457A),9,Syed Feroz  (I),M (L12) W (L12) F (L12)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG457A
535,AUTOBIOGRAPHICAL LITERATURE(ENG460A),9,SAYAN CHATTOPADHYAY(I),M (L04) W (L04) F (L04)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ENG460A
536,NATION THEORY AND LITERATURE(ENG705),9,Muthukumar M(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG705
537,NATION THEORY AND LITERATURE(ENG705A),9,Muthukumar M(I),"T (T103)  14:00-15:15 ,M (T103)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG705A
538,APPLIED LINGUISTICS(ENG708),9,SUDHARSHANA N P(I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ENG708
539,APPLIED LINGUISTICS(ENG708A),9,SUDHARSHANA N P(I),M (FB668) Th (FB668)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ENG708A
540,LINGUISTIC ANALYSIS(ENG709),9,Usha Udaar(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG709
541,LINGUISTIC ANALYSIS(ENG709A),9,Usha Udaar(I),"T (T112)  14:00-15:15 ,M (T112)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ENG709A
542,INDIVIDUAL PROJECTS(ENG716),9,CHAITHRA  PUTTASWAMY (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG716
543,INDIVIDUAL PROJECTS(ENG716A),9,CHAITHRA  PUTTASWAMY (I),W (FB657) F (FB657)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG716A
544,FEMINIST THEORY AND LITERATURE(ENG743),9,SUCHITRA  MATHUR (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG743
545,FEMINIST THEORY AND LITERATURE(ENG743A),9,SUCHITRA  MATHUR (I),W (FB657) F (FB657)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG743A
546,POSTWAR AMERICAN FICTION(ENG750),9,G  NEELAKANTAN (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG750
547,POSTWAR AMERICAN FICTION(ENG750A),9,G  NEELAKANTAN (I),W (WL228) F (WL228)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG750A
548,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751),9,SAYAN CHATTOPADHYAY(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ENG751
549,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751A),9,SAYAN CHATTOPADHYAY(I),T (FB657) Th (FB657)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ENG751A
550,HISTORICAL LINGUISTICS(ENG754),9,Chinmay Dharurkar(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG754
551,HISTORICAL LINGUISTICS(ENG754A),9,Chinmay Dharurkar(I),W (WL235) F (WL235)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ENG754A
552,RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755),9,Lakshmana Pinninti(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ENG755
553,RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755A),9,Lakshmana Pinninti(I),M (T102) Th (T102)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ENG755A
554,FILM THEORY AND HISTORIOGRAPHY(ENG765),9,Syed Feroz  (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG765
555,FILM THEORY AND HISTORIOGRAPHY(ENG765A),9,Syed Feroz  (I),W (FB668) F (FB668)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ENG765A
556,PERSPECTIVES OF THE POSTHUMAN AND/IN THE ANTHROPOCENE(ENG777),9,T  RAVICHANDRAN (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,ENG777
557,PERSPECTIVES OF THE POSTHUMAN AND / IN THE ANTHROPOCENE(ENG777A),9,T  RAVICHANDRAN (I),W (FB668) F (FB668)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,ENG777A
558,PHD THESIS(ENG799),0,DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG799
559,PHD THESIS(FA799),0,DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA799
560,PHILOSOPHY OF BEAUTY(PHI161),11,PRASHANT BHALCHANDRA  BAGAD (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PHI161
561,PHILOSOPHY OF BEAUTY(PHI161A),11,PRASHANT BHALCHANDRA  BAGAD (I),M (L06) W (L06) F (L06)  18:00-19:00,Th (L11) Th (L06)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PHI161A
562,INDIVIDUAL VS AUTHORITY(PHI448A),9,VINEET  SAHU (I),M (L13) W (L13) F (L13)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,PHI448A
563,PHILOSOPHY OF COGNITIVE SCIENCE(PHI452A),9,Lalit  Saraswat(I),T (L02) W (L02) F (L02)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,PHI452A
564,PHILOSOPHICAL LOGIC(PHI455A),9,A V RAVISHANKAR  SARMA (I),M (WL235) W (WL235) F (WL235)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,PHI455A
565,CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711),9,Sushruth Ravish(I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,PHI711
566,CONTEMPORARY THEMES IN MORAL EPISTEMOLOGY(PHI711A),9,Sushruth Ravish(I),W (WL237) F (WL237)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,PHI711A
567,MODAL LOGIC(PHI768),9,A V RAVISHANKAR  SARMA (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,PHI768
568,MODAL LOGIC(PHI768A),9,A V RAVISHANKAR  SARMA (I),W (T107) F (T107)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,PHI768A
569,SOCIAL AND POLITICAL PHILOSPHY(PHI774),9,VINEET  SAHU (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PHI774
570,SOCIAL AND POLITICAL PHILOSPHY(PHI774A),9,VINEET  SAHU (I),M (FB668) Th (FB668)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PHI774A
571,PLATO(PHI785),9,PRASHANT BHALCHANDRA  BAGAD (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI785
572,PLATO(PHI785A),9,PRASHANT BHALCHANDRA  BAGAD (I),W (FB668) F (FB668)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI785A
573,EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786),9,Lalit  Saraswat(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI786
574,EVOLUTIONARY THEORIES OF KNOWLEDGE AND COGNITION(PHI786A),9,Lalit  Saraswat(I),M (T107) Th (T107)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PHI786A
575,PHD THESIS(PHI799),0,DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI799
576,APPLICATION OF PSYCHOLOGY TO LIFE(PSY152),11,KUMAR RAVI  PRIYA (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PSY152
577,APPLICATION OF PSYCHOLOGY TO LIFE(PSY152A),11,KUMAR RAVI  PRIYA (I),M (L14) W (L14) F (L14)  18:00-19:00,Th (L14)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,PSY152A
578,SOCIAL COGNITION(PSY468A),9,SHIKHA   DIXIT  (I),T (L08) W (L08) F (L08)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,PSY468A
579,QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774),9,KUMAR RAVI  PRIYA (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PSY774
580,QUALITATIVE RESEARCH : THEORY AND PRACTICE(PSY774A),9,KUMAR RAVI  PRIYA (I),W (T105) F (T105)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,PSY774A
581,ADVANCED COURSE IN SOCIAL COGNITION(PSY798),9,SHIKHA   DIXIT  (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PSY798
582,ADVANCED COURSE IN SOCIAL COGNITION(PSY798A),9,SHIKHA   DIXIT  (I),M (FB657) Th (FB657)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,PSY798A
583,PHD THESIS(PSY799),0,DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSY799
584,INTRODUCTORY SOCIOLOGY(SOC171),11,Thounaojam Somokanta(I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,SOC171
585,INTRODUCTORY SOCIOLOGY(SOC171A),11,Thounaojam Somokanta(I),M (L02) W (L02) F (L02)  18:00-19:00,Th (L15) Th (L02)  18:00-19:00,,M,W,F,,,,,,18:00 PM,19:00 PM,T,,,,18:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,19:00 PM,,,,,,,,,,,SOC171A
586,SOCIOLOGY OF DEVELOPMENT(SOC470A),9,BINAY  KUMAR  PATTNAIK (I),T (L04) W (L04) F (L04)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,SOC470A
587,INTRODUCTION TO COMPUTATIONAL SOCIOLOGY(SOC471A),9,Pradip  Swarnakar(I),M (T201) W (T201) F (T201)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,SOC471A
588,INDIAN SOCIETY AND CULTURE(SOC473A),9,"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (L16) W (L16) F (L16)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,SOC473A
589,CONTEMPORARY APPLICATIONS OF SOCIAL DEMOGRAPHY(SOC476A),9,Esha Chatterjee(I),M (L08) W (L08) F (L08)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,SOC476A
590,SOCIOLOGY OF GLOBALIZATION(SOC482A),9,JILLET SARAH SAM(I),T (T201) W (T201) F (T201)  12:00-13:00,,,T,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,SOC482A
591,SOCIOLOGICAL THEORY(SOC721),9,"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,SOC721
592,SOCIOLOGICAL THEORY(SOC721A),9,"MUNMUN  JHA (I), ANINDITA  CHAKRABARTI (O)",M (FB668) Th (FB668)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,SOC721A
593,POPULATION PROCESSES(SOC733),9,Esha Chatterjee(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,SOC733
594,POPULATION PROCESSES(SOC733A),9,Esha Chatterjee(I),W (EEM111) F (EEM111)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,SOC733A
595,SOCIOLOGY OF ENVIRONMENT(SOC742),9,"B N PATNAIK(I), Pradip  Swarnakar(O)",MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,SOC742
596,SOCIOLOGY OF ENVIRONMENT(SOC742A),9,"B N PATNAIK(I), Pradip  Swarnakar(O)",M (FB657) Th (FB657)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,SOC742A
597,SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745),9,"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,SOC745
598,SOCIAL THEORY IN  LATE TWENTIETH CENTURY(SOC745A),9,"Thounaojam Somokanta(I), JILLET SARAH SAM(O)",M (T108) Th (T108)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,SOC745A
599,PHD THESIS(SOC799),0,DPGCHSS (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOC799
