Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
MANAGING SERVICE OPERATIONS(MBA671A),3-0-0-0(10),Prerna Gautam(I),M (C1) Th (C1)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MBA671A
POWER SECTOR REFORM & REFORM AND REGULATION(MBA683),3-0-0-0(10),ANOOP SINGH(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA683
POWER SECTOR REFORM & REGULATION: THEORY AND PRACTICE(MBA683A),3-0-0-0(10),ANOOP SINGH(I),M (C2) Th (C2)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA683A
MANAGEMENT SEMINARS(MBA698),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBA698
MANAGEMENT SEMINARS(MBA698A),0-0-0-0(0),DPGCIME (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBA698A
CAPSTONE PROJECT I(MBA701),0-0-0-0(9),DPGCIME (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBA701
CAPSTONE PROJECT I(MBA701A),0-0-0-0(9),DPGCIME (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBA701A
GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717A),3-0-0-0(5),RAHUL VARMAN(I),W (C1) F (C1)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MBA717A
GOVERNANCE OF GLOBAL VALUE CHAINS(MBA717M),3-0-0-0(5),RAHUL VARMAN(I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MBA717M
INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726),3-0-0-0(10),Mousami Prasad(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA726
INTRODUCTION TO CLIMATE CHANGE ECONOMICS AND POLICY(MBA726A),3-0-0-1(10),Mousami Prasad(I),W (L08) F (L08)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA726A
BUSINESS TO BUSINESS MARKETING(MBA731A),3-0-0-1(5),Giridhar Vishlavath(I),T (C2) Th (C2)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MBA731A
BUSINESS TO BUSINESS MARKETING(MBA731M),3-0-0-0(5),Giridhar Vishlavath(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MBA731M
STRATEGIC MARKETING COMMUNICATIONS(MBA736A),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA736A
STRATEGIC MARKETING COMMUNICATIONS(MBA736M),3-0-0-0(5),AMIT SHUKLA(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA736M
MACHINE LEARNING APPLICATIONS IN FINANCIAL MARKETS(MBA737A),3-0-0-0(5),Abhinava Tripathi(I),W (C1) F (C1)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,MBA737A
SOCIAL MEDIA ANALYTICS I(MBA749A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA749A
SOCIAL MEDIA ANALYTICS I(MBA749M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA749M
SOCIAL MEDIA ANALYTICS II(MBA750A),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA750A
SOCIAL MEDIA ANALYTICS II(MBA750M),3-0-0-0(5),SHANKAR PRAWESH(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MBA750M
FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773A),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,MBA773A
FINANCIAL INTERMEDIATION & COMMERCIAL BANKING(MBA773M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,MBA773M
CREDIT RISK MANAGEMENT & MODELLING(MBA774A),3-0-0-0(5),B V  PHANI (I),M (C1) Th (C1)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,MBA774A
CREDIT RISK MANAGEMENT & MODELLING(MBA774M),3-0-0-0(5),B V  PHANI (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,MBA774M
BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783A),3-0-0-0(5),DEVLINA CHATTERJEE(I),M (C1) Th (C1)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MBA783A
BEHAVIORAL ECONOMICS IN MANAGEMENT(MBA783M),3-0-0-0(5),DEVLINA CHATTERJEE(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MBA783M
THERMODYNAMICS(ESO201),3-1-0-1(11),AVINASH  KUMAR AGARWAL   (I),M (L20) W (L20) F (L20)  10:00-11:00,Th (L11) Th (L12) Th (T105) Th (T106) Th (T101) Th (T103) Th (T104) Th (T102)  10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,ESO201
THERMODYNAMICS(ESO201A),3-1-0-0(11),AVINASH  KUMAR AGARWAL   (I),MWThF 10:00-11:00,,,M,W,T,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,ESO201A
PRINCIPLES OF BIOTECHNOLOGY(ESO206),3-0-0-0(9),"ASHWANI KUMAR  THAKUR (I), Shanu Jain(O)",M (DJAB(205H)) W (DJAB(205H)) F (DJAB(205H))  09:00-10:00,,,M,W,F,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,ESO206
DYNAMICS(ME209),3-0-0-0(9),Akhilesh Mimani(I),M (L19) W (L19) F (L19)  12:00-13:00,,,M,W,F,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,ME209
ENERGY SYSTEMS I(ME301A),2-0-0-0(6),Abhishek Sarkar(I),W (L02) F (L02)  11:00-12:00,,,W,F,,,,,,,,,,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME301A
ADVANCE MECHANICS OF SOLIDS(ME321A),2-0-1-0(7),Manjesh Singh(I),M (L02) Th (L02)  11:00-12:00,,MTTh 14:00-17:00,M,Th,,,,,,,,,,M,T,Th,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ME321A
INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING(ME340A),3-0-0-0(9),Pranav Joshi(I),M (L03) Th (L03)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME340A
THEORY OF MECHANISMS & MACHINES(ME352A),2-0-1-0(7),K Guruprasad(I),M (L18) Th (L18)  12:00-12:50,,MTTh 14:00-17:00,M,Th,,,,,,,,,,M,T,Th,12:00 PM,12:00 PM,12:00 PM,12:50 PM,12:50 PM,12:50 PM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ME352A
INTERNAL COMBUSTION ENGINES(ME359A),3-0-0-0(9),SAMEER  KHANDEKAR   (I),M (T201) Th (T201)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME359A
MANUFACTURING SCIENCE & TECHNOLOGY(ME361A),3-0-1-0(10),"Supratik Mukhopadhyay(I), Virkeshwar Kumar(O)","M (L02) F (L02)  08:00-09:00 ,T (L02)  09:00-10:00",,MTTh 14:00-17:00,M,F,,T,,,,,,,,M,T,Th,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,ME361A
MECHANICAL ENGINEERING COMMUNICATION SKILLS(ME399A),0-0-0-2(2),"JISHNU  BHATTACHARYA (I), B  BHATTACHARYA   (O)",T (L01)  10:00-12:00,,,T,1,,,,,,,,,,,,,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME399A
ENERGY SYSTEMS-II(ME401A),3-0-1-0(10),GAUTAM  BISWAS (I),"W (L02) F (L02)  16:00-17:00 ,T (L02)  18:00-19:00",,MTh 14:00-16:00,W,F,,T,,,,,,,,M,Th,,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,19:00 PM,19:00 PM,4:00 PM,4:00 PM,4:00 PM,2:00 PM,2:00 PM,2:00 PM,ME401A
NUMERICAL SOLUTIONS IN ENGINEERING MECHANICS(ME454A),3-0-0-0(9),ANINDYA  CHATTERJEE (I),"T (T104)  14:00-15:15 ,M (T104)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ME454A
UNDER GRADUATE PROJECT II(ME496A),0-0-0-0(9),DUGCME (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME496A
UNDER GRADUATE PROJECT III(ME497A),0-0-0-0(6),DUGCME (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME497A
ADVANCED THEORY OF TURBOMACHINERY(ME617),3-0-0-0(9),SUBRATA  SARKAR   (I),WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,ME617
ADVANCED THEORY OF TURBOMACHINERY(ME617A),3-0-0-0(9),SUBRATA  SARKAR   (I),W (T105) F (T105)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,ME617A
INTRODUCTION TO SOLID MECHANICS(ME621),3-0-0-0(9),BASANT LAL  SHARMA     (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME621
INTRODUCTION TO SOLID MECHANICS(ME621A),3-0-0-0(9),BASANT LAL  SHARMA     (I),W (L08) F (L08)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME621A
FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623),3-0-0-0(9),SUMIT  BASU   (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ME623
FINITE ELEMENT METHODS IN ENGINEERING MECHANICS(ME623A),3-0-0-0(9),SUMIT  BASU   (I),M (T105) Th (T105)  14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,ME623A
APPLIED DYNAMICS AND VIBRATIONS(ME625),3-0-0-0(9),Dipayan Mukherjee(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME625
APPLIED DYNAMICS AND VIBRATIONS(ME625A),3-0-0-0(9),Dipayan Mukherjee(I),M (T209) Th (T209)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME625A
VIBRATION OF CONTINUOUS SYSTEM(ME626),3-0-0-0(9),SHAKTI SINGH  GUPTA (I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME626
VIBRATION OF CONTINUOUS SYSTEMS(ME626A),3-0-0-0(9),SHAKTI SINGH  GUPTA (I),M (T210) Th (T210)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME626A
NUMERICAL FLUID FLOW AND HEAT TRANSFER(ME630),3-0-0-0(9),ARUN KUMAR  SAHA   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,T,F,,W,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,ME630
COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER(ME630A),3-0-0-0(9),ARUN KUMAR  SAHA   (I),"T (T112) F (T112)  12:00-13:00 ,W (T112)  14:00-15:00",,,T,F,,W,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,ME630A
VISCOUS FLOW THEORY(ME631),3-0-0-0(9),Anikesh Pal(I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME631
VISCOUS FLOW THEORY(ME631A),3-0-0-0(9),Anikesh Pal(I),W (L14) F (L14)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME631A
CONDUCTION AND RADIATION(ME641),3-0-0-0(9),Shyam Gopalakrishnan(I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME641
CONDUCTION AND RADIATION(ME641A),3-0-0-0(9),Shyam Gopalakrishnan(I),M (T109) Th (T109)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME641A
COMPUTER AIDED DESIGN OF THERMAL SYSTEMS(ME648),3-0-0-0(9),PRADIPTA K  PANIGRAHI (I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,W,1,,F,,17:00 PM,18:00 PM,T,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,ME648
COMPUTER AIDED DESIGN OF THERMAL SYSTEMS(ME648A),3-0-0-0(9),PRADIPTA K  PANIGRAHI (I),"W (T211)  12:00-13:00 ,F (T211)  14:00-15:00 ,T (T210)  17:00-18:00",,,W,1,,F,,17:00 PM,18:00 PM,T,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,ME648A
BUBBLES AND DROPLETS(ME655),3-0-0-0(9),Aditya  Saurabh(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ME655
BUBBLES AND DROPLETS(ME655A),3-0-0-0(9),Aditya  Saurabh(I),M (T201) Th (T201)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ME655A
MACHINING SCIENCE I(ME661),3-0-0-0(9),Sarvesh Mishra(I),"MF 08:00-09:00 ,T 09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,ME661
MACHINING SCIENCE I(ME661A),3-0-0-0(9),Sarvesh Mishra(I),"M (T210) F (T210)  08:00-09:00 ,T (T210)  09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,ME661A
METAL FORMING(ME663),3-0-0-0(9),"Supratik Mukhopadhyay(I), Ushasi Roy(O)",MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME663
METAL FORMING(ME663A),3-0-0-0(9),"Supratik Mukhopadhyay(I), Ushasi Roy(O)",M (T109) Th (T109)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME663A
ADDITIVE MANUFACTURING(ME670),3-0-0-0(9),ARVIND  KUMAR (I),MTh 10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME670
ADDITIVE MANUFACTURING(ME670A),3-0-0-0(9),ARVIND  KUMAR (I),M (T203) Th (T203)  10:30-12:00,,,M,Th,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME670A
FLUID MECHANICS OF FLAPPING FOILS(ME674),3-0-0-0(9),SACHIN Y  SHINDE (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME674
FLUID MECHANICS OF FLAPPING FOILS(ME674A),3-0-0-0(9),SACHIN Y  SHINDE (I),W (T112) F (T112)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME674A
MATHEMATICS FOR ENGINEERS(ME681),3-0-0-0(9),BHASKAR  DASGUPTA   (I),MWF 17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ME681
MATHEMATICS FOR ENGINEERS(ME681A),3-0-0-0(9),BHASKAR  DASGUPTA   (I),M (L07) W (L07) F (L07)  17:00-18:00,,,M,W,F,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ME681A
TECHNIQUES IN NON-DESTRUCTIVE EVALUATION(ME683),3-0-0-0(9),Chandraprakash Chindam(I),TWTh 08:00-09:00,,,T,W,T,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,ME683
TECHNIQUES IN NON-DESTRUCTIVE EVALUATION(ME683A),3-0-0-0(9),Chandraprakash Chindam(I),T (T211) W (T211) Th (T211)  08:00-09:00,,,T,W,T,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,ME683A
APPLIED NUMERICAL METHODS(ME685),3-0-0-0(9),K  MURALIDHAR (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ME685
APPLIED NUMERICAL METHODS(ME685A),3-0-0-0(9),K  MURALIDHAR (I),"T (L15)  14:00-15:15 ,M (L15)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ME685A
MACHINE LEARNING FOR ENGINEERS(ME698A),3-0-0-0(9),MALAY KUMAR  DAS   (I),M (L14) Th (L14)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME698A
MECHANICS OF ELECTROMAGNETIC CONTINUA(ME698B),3-0-0-0(9),ISHAN  SHARMA   (I),M (T111) Th (T111)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME698B
ELEMENTS OF SHELL THEORY(ME698C),3-0-0-0(9),ANURAG  GUPTA       (I),"T (T105)  14:00-15:15 ,M (T105)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ME698C
M TECH THESIS(ME699),0-0-0-0(0),"DPGCME (I), DUGCME (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME699
DESIGN FOR MANUFACTURE & ASSEMBLY(ME701),3-0-0-0(9),NIRAJ  SINHA (I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ME701
DESIGN FOR MANUFACTURE & ASSEMBLY(ME701A),3-0-0-0(9),NIRAJ  SINHA (I),M (T105) Th (T105)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,ME701A
MECHANICAL ENGINEERING POSTGRADUATE SEMINAR I(ME702),0-0-0-0(0),JISHNU  BHATTACHARYA (I),Th (T108)  17:00-18:00,,,T,h,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,ME702
COMPOSITE MATERIALS(ME727),3-0-0-0(9),P  VENKITANARAYANAN     (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ME727
COMPOSITE MATERIALS(ME727A),3-0-0-0(9),P  VENKITANARAYANAN     (I),"T (T205)  14:00-15:15 ,M (T205)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,ME727A
BOILING & CONDENSATION(ME742),3-0-0-0(9),Umesh Madanan(I),TTh 15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ME742
BOILING AND CONDENSATION(ME742A),3-0-0-0(9),Umesh Madanan(I),T (T205) Th (T205)  15:30-17:00,,,T,Th,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,ME742A
MODELING AND TURBULENT COMBUSTION(ME745),3-0-0-0(9),SANTANU  DE (I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME745
MODELING AND TURBULENT COMBUSTION(ME745A),3-0-0-0(9),SANTANU  DE (I),M (WL228) Th (WL228)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,ME745A
COMPUTER AIDED ENGINEERING DESIGN(ME751),3-0-0-0(9),ANUPAM  SAXENA   (I),WF 10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME751
COMPUTER AIDED ENGINEERING DESIGN(ME751A),3-0-0-0(9),ANUPAM  SAXENA   (I),W (T103) F (T103)  10:30-12:00,,,W,F,,,,,,,,,,,,,10:30 AM,10:30 AM,10:30 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,ME751A
VIBRATION CONTROL(ME756),3-0-0-0(9),B  BHATTACHARYA   (I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,W,1,,F,,17:00 PM,18:00 PM,T,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,ME756
VIBRATION CONTROL(ME756A),3-0-0-0(9),B  BHATTACHARYA   (I),"W (T103)  12:00-13:00 ,F (T103)  14:00-15:00 ,T (T103)  17:00-18:00",,,W,1,,F,,17:00 PM,18:00 PM,T,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,14:00 PM,14:00 PM,15:00 PM,15:00 PM,,,,,,,ME756A
