,Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456,start_time7,end_time7,day7,start_time8,end_time8,day8
301,PROGRAMMING FOR PERFORMANCE(CS610),3-0-0-0(9),Swarnendu  Biswas(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
302,PROGRAMMING FOR PERFORMANCE(CS610A),3-0-0-0(9),Swarnendu  Biswas(I),W (KD102) F (KD102)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
303,HUMAN CENTERED COMPUTING(CS616),3-0-0-0(9),Nisheeth  Srivastava   (I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
304,HUMAN CENTERED COMPUTING(CS616A),3-0-0-0(9),Nisheeth  Srivastava   (I),M (KD101) Th (KD101)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
305,COMPUTER SYSTEMS SECURITY(CS628),3-0-0-0(9),Angshuman Karmakar(I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
306,COMPUTER SYSTEMS SECURITY(CS628A),3-0-0-0(9),Angshuman Karmakar(I),M (KD103) Th (KD103)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
307,EMBEDDED AND CYBER-PHYSICAL SYSTEMS(CS637),3-0-0-0(9),INDRANIL  SAHA (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
308,EMBEDDED AND CYBER-PHYSICAL SYSTEMS(CS637A),3-0-0-0(9),INDRANIL  SAHA (I),M (L07) Th (L07)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
309,PROGRAM ANALYSIS  VERIFICATION AND TESTING(CS639),3-0-0-0(9),SUBHAJIT  ROY (I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
310,PROGRAM ANALYSIS  VERIFICATION AND TESTING(CS639A),3-0-0-0(9),SUBHAJIT  ROY (I),M (KD102) Th (KD102)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
311,TOPICS IN LINEAR PROGRAMMING(CS655),3-0-0-0(9),RAJAT  MITTAL (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
312,TOPICS IN LINEAR PROGRAMMING(CS655A),3-0-0-0(9),RAJAT  MITTAL (I),"T (KD102)  14:00-15:15 ,M (KD102)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
313,HARDWARE SECURITY OF INTERNET OF THINGS(CS666),3-0-0-0(9),Urbi Chatterjee(I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM,17:00 PM,18:00 PM,T,,,
314,HARDWARE SECURITY OF INTERNET OF THINGS(CS666A),3-0-0-0(9),Urbi Chatterjee(I),"W (KD102)  12:00-13:00 ,F (KD102)  14:00-15:00 ,T (KD102)  17:00-18:00",,,W,1,,12:00 PM,13:00 PM,F,,14:00 PM,15:00 PM,17:00 PM,18:00 PM,T,,,
315,COMPUTATIONAL GENOMICS(CS690),3-0-0-0(9),Hamim  Zafar(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
316,COMPUTATIONAL GENOMICS(CS690A),3-0-0-0(9),Hamim  Zafar(I),W (RM101) F (RM101)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
317,SPECIAL TOPICS IN COMPUTER SCIENCE(CS697),0-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,,,,,,
318,SPECIAL TOPICS IN COMPUTER SCIENCE(CS697A),0-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,,,,,,
319,M TECH THESIS(CS699),0-0-0-0(0),"DPGCCSE (I), DUGCCSE (O)",,,,,,,,,,,,,,,,,,
320,SENSING COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES(CS724),3-0-0-0(9),Amitangshu Pal(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
321,SENSING  COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES(CS724A),3-0-0-0(9),Amitangshu Pal(I),M (KD102) Th (KD102)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
322,PSEUDO-RANDOM GENERATORS(CS744),3-0-0-0(9),SATYADEV  NANDAKUMAR   (I),"TF 12:00-13:00 ,W 14:00-15:00",,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM,,,,,,
323,PSEUDO-RANDOM GENERATORS(CS744A),3-0-0-0(9),SATYADEV  NANDAKUMAR   (I),"T (KD102) F (KD102)  12:00-13:00 ,W (KD102)  14:00-15:00",,,T,F,,12:00 PM,13:00 PM,W,,14:00 PM,15:00 PM,,,,,,
324,RANDOMIZED METHODS IN COMPUTATIONAL COMPLEXITY(CS747),3-0-0-0(9),NITIN  SAXENA (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
325,RANDOMIZED METHODS IN COMPUTATIONAL COMPLEXITY(CS747A),3-0-0-0(9),NITIN  SAXENA (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
326,MACHINE LEARNING TECHNIQUES(CS771),3-0-0-0(9),PIYUSH  RAI (I),MTh 18:00-19:15,,,M,Th,,18:00 PM,19:15 PM,,,,,,,,,,
327,INTRODUCTION TO MACHINE LEARNING(CS771A),3-0-0-0(9),PIYUSH  RAI (I),M (L20) Th (L20)  18:00-19:15,,,M,Th,,18:00 PM,19:15 PM,,,,,,,,,,
328,TOPICS IN LEARNING THEORY(CS777),3-0-0-0(9),Sutanu Gayen(I),WF 15:35-16:50,,,W,F,,15:35 PM,16:50 PM,,,,,,,,,,
329,TOPICS IN LEARNING THEORY(CS777A),3-0-0-0(9),Sutanu Gayen(I),WF 15:35-16:50,,,W,F,,15:35 PM,16:50 PM,,,,,,,,,,
330,STATISTICAL NATURAL LANGUAGE PROCESSING(CS779),3-0-0-0(9),Ashutosh Modi(I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
331,STATISTICAL NATURAL LANGUAGE PROCESSING(CS779A),3-0-0-0(9),Ashutosh Modi(I),W (KD102) F (KD102)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
332,SPECIAL TOPICS IN COMPUTER SCIENCE(CS797),0-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,,,,,,
333,SPECIAL TOPICS IN COMPUTER SCIENCE(CS797A),3-0-0-0(9),DPGCCSE (I),,,,,,,,,,,,,,,,,,
334,POST QUANTUM CRYPTOGRAPHY(CS798C),3-0-0-0(9),Debapriya Roy(I),W (KD102) F (KD102)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
335,INTRODUCTION TO PROBABILITY FOR COMPUTER SCIENCE(CS798F),3-0-0-0(9),SUMIT  GANGULY   (I),M (KD102) Th (KD102)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
336,TOPICS IN LARGE DATA ANALYSIS AND VISUALIZATION(CS798I),3-0-0-0(9),"Preeti Malakar(I), Soumya Dutta(O)","T (KD101)  14:00-15:15 ,M (KD101)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
337,INTRODUCTION TO LINEAR LOGIC AND ITS APPLICATION(CS798J),3-0-0-0(9),ANIL  SETH   (I),W (KD103) F (KD103)  15:30-17:00,,,W,F,,15:30 PM,17:00 PM,,,,,,,,,,
338,PHD THESIS(CS799),0-0-0-0(0),DPGCCSE (I),,,,,,,,,,,,,,,,,,
339,MS - RESEARCH THESIS(CS899),0-0-0-0(0),DPGCCSE (I),,,,,,,,,,,,,,,,,,
340,FUNDAMENTALS OF COMPUTING - I(ESC111M) /C,3-1-3-0(7),Priyanka Bagade(I),M (L20) Th (L20) F (L20)  12:00-13:00,W (T210) W (T203) W (T111) W (T107) W (T205) W (T110) W (T209) W (T109) W (T112) W (T206) W (T108) W (T204) W (T106) W (T101) W (T207) W (T208)  12:00-13:00,F 14:00-17:00,M,Th,,12:00 PM,13:00 PM,,,,,,,,12:00 PM,13:00 PM,W
341,FUNDAMENTALS OF COMPUTING - I(ESC111M) /D,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,,M,Th,,12:00 PM,13:00 PM,,,,,,,,12:00 PM,13:00 PM,W
342,FUNDAMENTALS OF COMPUTING - II(ESC112M) /C,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,,M,Th,,12:00 PM,13:00 PM,,,,,,,,12:00 PM,13:00 PM,W
343,FUNDAMENTALS OF COMPUTING - II(ESC112M) /D,3-1-3-0(7),Priyanka Bagade(I),MThF 12:00-13:00,W 12:00-13:00,F 14:00-17:00,M,Th,,12:00 PM,13:00 PM,,,,,,,,12:00 PM,13:00 PM,W
344,DATA STRUCTURE & ALGORITHM(ESO207),3-0-3-0(12),RAGHUNATH  TEWARI (I),M (L18) W (L18) F (L18)  10:00-11:00,,MW 14:00-17:00,M,W,F,10:00 AM,11:00 AM,,,,,,,,,,
345,DATA STRUCTURE & ALGORITHM(ESO207A),3-0-3-0(12),RAGHUNATH  TEWARI (I),MWF 10:00-11:00,,MW 14:00-17:00,M,W,F,10:00 AM,11:00 AM,,,,,,,,,,
346,DESIGN THEORY(DES601),2-0-3-0(9),KOUMUDI  PATIL (I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
347,DESIGN THEORY(DES601A),2-0-3-0(9),KOUMUDI  PATIL (I),M (DP309) Th (DP309)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
348,DESIGN PRACTICE I(DES602),2-0-3-0(9),JANAKARAJAN  RAMKUMAR   (I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
349,DESIGN PRACTICE I(DES602A),2-0-3-0(9),JANAKARAJAN  RAMKUMAR   (I),W (DP309) F (DP309)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
350,INTEGRATED PRODUCT DEVELOPMENT-I(DES633),2-0-3-0(9),NACHIKETA  TIWARI (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
351,INTEGRATED PRODUCT DEVELOPMENT-I(DES633A),2-0-3-0(9),NACHIKETA  TIWARI (I),W (DP309) F (DP309)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
352,METHODS FOR DESIGN RESEARCH(DES635),2-0-3-0(4),KOUMUDI  PATIL (I),MTh 09:00-10:30,,,M,Th,,9:00 AM,10:30 AM,,,,,,,,,,
353,METHODS FOR DESIGN RESEARCH(DES635A),2-0-3-0(9),KOUMUDI  PATIL (I),MTh 09:00-10:30,,,M,Th,,9:00 AM,10:30 AM,,,,,,,,,,
354,HUMAN MACHINE INTERACTION(DES638),3-0-0-0(9),Gowdham P G(I),MTh 14:00-15:30,,,M,Th,,14:00 PM,15:30 PM,,,,,,,,,,
355,HUMAN MACHINE INTERACTION(DES638A),3-0-0-0(9),Gowdham P G(I),MTh 14:00-15:30,,,M,Th,,14:00 PM,15:30 PM,,,,,,,,,,
356,DESIGN FOR HUMAN MACHINE SYSTEMIC RELATIONSHIPS(DES640),3-0-0-0(9),Vivek Kant(I),"T 14:00-15:30 ,M 15:30-17:00",,,T,1,,14:00 PM,15:30 PM,M,,15:30 PM,17:00 PM,,,,,,
357,DESIGN FOR HUMAN MACHINE SYSTEMIC RELATIONSHIPS(DES640A),3-0-0-0(9),Vivek Kant(I),"T 14:00-15:30 ,M 15:30-17:00",,,T,1,,14:00 PM,15:30 PM,M,,15:30 PM,17:00 PM,,,,,,
358,DESIGN FOR INDUSTRY 4.0 AND INDUSTRIAL INTERNET OF THINGS(DES641),3-0-0-0(9),Amar Behera(I),MTh 12:00-13:30,,,M,Th,,12:00 PM,13:30 PM,,,,,,,,,,
359,DESIGN FOR INDUSTRY 4.0 AND INDUSTRIAL INTERNET OF THINGS(DES641A),3-0-0-0(9),Amar Behera(I),MTh 12:00-13:30,,,M,Th,,12:00 PM,13:30 PM,,,,,,,,,,
360,DESIGN PROJECT I(DES681),1-0-6-0(9),SATYAKI  ROY (I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
361,DESIGN PROJECT I(DES681A),1-0-6-0(9),SATYAKI  ROY (I),W (DP309) F (DP309)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
362,M DES THESIS(DES699),0-0-0-0(0),"DPGCDES (I), DUGCDES (O)",,,,,,,,,,,,,,,,,,
363,PH.D THESIS(DES799),0-0-0-0(0),DPGCDES (I),,,,,,,,,,,,,,,,,,
364,"ECONOMY, SOCIETY & PUBLIC POLICY(ECO111)",3-1-0-0(11),"SOHINI  SAHU   (I), Bikramaditya Datta(T), SOHINI  SAHU   (T)",M (L19) W (L19) F (L19)  08:00-09:00,Th (L14) Th (L15)  08:00-09:00,,M,W,F,8:00 AM,9:00 AM,,,,,,,,08:00 AM,09:00 AM,T
365,MICROECONOMICS I(ECO211),3-1-0-0(11),Vasudha Jain(I),M (L06) Th (L06) F (L06)  12:00-13:00,W (L06)  12:00-13:00,,M,Th,,12:00 PM,13:00 PM,,,,,,,,12:00 PM,13:00 PM,W
366,OPTIMIZATION(ECO271),3-1-0-0(11),Srinivas Arigapudi(I),M (L09) W (L09) F (L09)  09:00-10:00,Th (L09)  09:00-10:00,,M,W,F,9:00 AM,10:00 AM,,,,,,,,09:00 AM,10:00 AM,T
367,MICROECONOMICS II(ECO301A),3-0-0-0(9),SARANI  SAHA (I),"M (L09) F (L09)  08:00-09:00 ,T (L09)  09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
368,MACROECONOMICS-II(ECO321A),3-0-0-0(9),WASIM AHMAD(I),"T (L05)  12:00-13:00 ,W (L05) F (L05)  16:00-17:00",,,T,1,,12:00 PM,13:00 PM,W,F,16:00 PM,17:00 PM,,,,,,
369,ECONOMETRICS I(ECO341A),3-0-3-0(12),MOHAMMAD ARSHAD RAHMAN(I),"W (L08) F (L08)  15:00-16:00 ,Th (L08)  17:00-18:00",,T 14:00-17:00,W,F,,15:00 PM,16:00 PM,Th,,17:00 PM,18:00 PM,,,,,,
370,TECHNICAL COMMUNICATION(ECO397A),0-0-2-0(2),DUGCECO (I),T (L08)  10:00-12:00,,,T,1,,10:00 AM,12:00 PM,,,,,,,,,,
371,UG PROJECT (UGP-I)(ECO398A),0-0-0-0(4),DUGCECO (I),,,,,,,,,,,,,,,,,,
372,INDUSTRIAL ECONOMICS(ECO411A),3-0-0-0(9),Hargungeet Singh(I),"W (L05) F (L05)  14:00-15:00 ,T (L05)  17:00-18:00",,,W,F,,14:00 PM,15:00 PM,T,,17:00 PM,18:00 PM,,,,,,
373,INTERNATIONAL ECONOMICS AND FINANCE(ECO412A),3-0-0-0(9),SOMESH KUMAR  MATHUR (I),T (L09) W (L09) Th (L09)  08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
374,UNDER GRADUATE PROJECT-III(ECO498A),0-0-0-0(9),DUGCECO (I),,,,,,,,,,,,,,,,,,
375,MARKET DESIGN(ECO511A),3-0-0-0(9),Aditya Vikram(I),M (L06) W (L06) F (L06)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
376,MONEY AND BANKING(ECO521A),3-0-0-0(9),Sukumar Vellakkal(I),M (L04) Th (L04)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
377,PROFESSIONAL DEVELOPMENT & COMMUNICATION SKILLS(ECO600),1-0-0-0(3),DPGCECO (I),T 10:00-11:00,,,T,1,,10:00 AM,11:00 AM,,,,,,,,,,
378,APPLIED MACROECONOMICS(ECO612),3-0-0-0(9),WASIM AHMAD(I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
379,APPLIED MACROECONOMICS(ECO612A),3-0-0-0(9),WASIM AHMAD(I),W (T212) F (T212)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
380,MATHEMATICAL METHODS FOR ECONOMICS(ECO671),3-0-0-0(9),Thirumulanathan Dhayaparan(I),MWF 09:00-10:00,Th 09:00-10:00,,M,W,F,9:00 AM,10:00 AM,,,,,,,,09:00 AM,10:00 AM,T
381,MATHEMATICAL METHODS FOR ECONOMICS(ECO671A),3-0-0-0(9),Thirumulanathan Dhayaparan(I),M (T206) W (T206) F (T206)  09:00-10:00,Th (T206)  09:00-10:00,,M,W,F,9:00 AM,10:00 AM,,,,,,,,09:00 AM,10:00 AM,T
382,M SC THESIS(ECO699),0-0-0-0(9),"DUGCECO (I), DUGCECO (O)",,,,,,,,,,,,,,,,,,
383,MICROECONOMICS(ECO701),3-0-0-0(9),Raghvi Garg(I),MTh 10:00-11:30,,,M,Th,,10:00 AM,11:30 AM,,,,,,,,,,
384,MICROECONOMICS(ECO701A),3-0-0-0(9),Raghvi Garg(I),M (T205) Th (T205)  10:00-11:00,,,M,Th,,10:00 AM,11:00 AM,,,,,,,,,,
385,ECONOMETRICS(ECO704),3-0-0-0(9),Mahamitra Das(I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
386,ECONOMETRICS(ECO704A),3-0-0-0(9),Mahamitra Das(I),W (T102) F (T102)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
387,ECONOMIC GROWTH AND GEOPOLITICS(ECO715),3-0-0-0(9),VIMAL  KUMAR (I),"T (T206)  14:00-15:15 ,M (T206)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
388,EFFICIENCY AND PRODUCTIVITY ANALYSIS OF THE DECISION-MAKING UNITS: SOME HIGHER END MODELS(ECO716),3-0-0-0(9),SOMESH KUMAR  MATHUR (I),M (T104) Th (T104)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
389,PUBLIC ECONOMICS AND PUBLIC POLICY(ECO731),3-0-0-0(9),Neelanjan Datta(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
390,PUBLIC ECONOMICS AND PUBLIC POLICY(ECO731A),3-0-0-0(9),Neelanjan Datta(I),M (T211) Th (T211)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
391,ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT(ECO747),3-0-0-0(9),P MURALI  PRASAD (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
392,ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT(ECO747A),3-0-0-0(9),P MURALI  PRASAD (I),W (T201) F (T201)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
393,QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE(ECO752),3-0-0-0(9),Not Offered (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
394,QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE(ECO752A),3-0-0-0(9),Not Offered (I),M (T101) Th (T101)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
395,APPLIED ECONOMETRICS(ECO761),3-0-0-0(9),DEEP MUKHERJEE(I),"WF 15:00-16:00 ,Th 17:00-18:00",,,W,F,,15:00 PM,16:00 PM,Th,,17:00 PM,18:00 PM,,,,,,
396,APPLIED ECONOMETRICS(ECO761A),3-0-0-0(9),DEEP MUKHERJEE(I),"W (T107) F (T107)  15:00-16:00 ,Th (T107)  17:00-18:00",,,W,F,,15:00 PM,16:00 PM,Th,,17:00 PM,18:00 PM,,,,,,
397,PHD THESIS(ECO799),0-0-0-0(0),DPGCECO (I),,,,,,,,,,,,,,,,,,
398,APPLIED PROBABILITY AND STATISTICS(HSO201),3-1-0-0(11),"JOYDEEP  DUTTA (I), Aditya Vikram(T)",M (L16) Th (L16) F (L16)  11:00-12:00,W (L16) W (L15)  11:00-12:00,,M,Th,,11:00 AM,12:00 PM,,,,,,,,11:00 AM,12:00 PM,W
399,SIGNALS  SYSTEMS AND NETWORKS(EE200),3-1-0-0(11),K S  VENKATESH   (I),M (L17) W (L17) F (L17)  12:00-13:00,Th (T208) Th (L16) Th (L17) Th (T104) Th (L15)  12:00-13:00,,M,W,F,12:00 PM,13:00 PM,,,,,,,,12:00 PM,13:00 PM,T
400,PRINCIPLES OF COMMUNICATION(EE320A),3-1-0-0(11),KASTURI  VASUDEVAN   (I),T (L18) W (L18) Th (L18)  08:00-09:00,F (T102) F (T105) F (T104) F (T101) F (T103)  15:00-16:00,,T,W,T,8:00 AM,9:00 AM,,,,,,,,15:00 PM,16:00 PM,F
401,POWER SYSTEMS(EE330A),3-1-0-0(11),Swathi Battula(I),"M (L07) F (L07)  08:00-09:00 ,T (L07)  09:00-10:00",Th (L12) Th (T212) Th (L11) Th (T206) Th (T211)  11:00-12:00,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,11:00 AM,12:00 PM,T
402,DIGITAL ELECTRONICS(EE370A),3-1-0-0(11),Rik Dey(I),M (L17) W (L17) F (L17)  11:00-12:00,T (T111) T (T108) T (T109) T (T110) T (T112)  17:00-18:00,,M,W,F,11:00 AM,12:00 PM,,,,,,,,17:00 PM,18:00 PM,T
403,ELECTRICAL ENGINEERING LAB I(EE380A),0-2-6-0(12),YATINDRA NATH  SINGH (I),,"T (L01)  12:00-13:00 ,F (L01)  16:00-17:00 ,Th (L01)  17:00-18:00",MTWTh 14:00-17:00,Th,,,17:00 PM,18:00 PM,,,,,16:00 PM,17:00 PM,F,12:00 PM,13:00 PM,T
404,ELECTRICAL ENGINEERING COMMUNICATION SKILLS(EE390A),0-0-2-0(2),ADRISH  BANERJEE   (I),,,T 10:00-12:00,,,,,,,,,,,,,,,
405,ELECTRICAL ENGINEERING UNDER GRADUATE PROJECT I(EE391A),0-0-2-0(4),DUGCEE (I),,,,,,,,,,,,,,,,,,
406,ELECTRICAL ENGINEERING LAB I(EE480A),0-2-6-0(10),YATINDRA NATH  SINGH (I),,"T (T109)  12:00-13:00 ,F (T109)  16:00-17:00 ,Th (T109)  17:00-18:00",MTWTh 14:00-17:00,Th,,,17:00 PM,18:00 PM,,,,,16:00 PM,17:00 PM,F,12:00 PM,13:00 PM,T
407,UNDER GRADUATE PROJECT -III(EE491A),0-0-0-0(9),DUGCEE (I),,,,,,,,,,,,,,,,,,
408,IMAGE PROCESSING(EE604),3-0-0-0(9),Tushar Sandhan(I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
409,IMAGE PROCESSING(EE604A),3-0-0-0(9),Tushar Sandhan(I),W (L07) F (L07)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
410,INTRODUCTION TO SIGNAL ANALYSIS(EE605),3-0-0-0(9),"KETAN  RAJAWAT (I), AJIT K CHATURVEDI (O)",MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
411,INTRODUCTION TO SIGNAL ANALYSIS(EE605A),3-0-0-0(9),"KETAN  RAJAWAT (I), AJIT K CHATURVEDI (O)",M (T111) Th (T111)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
412,ANALOG/DIGITAL VLSI CIRCUITS(EE610),3-0-0-0(9),Imon Mondal(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
413,ANALOG/DIGITAL VLSI CIRCUITS(EE610A),3-0-0-0(9),Imon Mondal(I),M (L08) Th (L08)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
414,SOLID STATE DEVICES I(EE614),3-0-0-0(9),ALOKE KUMAR DUTTA (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
415,SOLID STATE DEVICES I(EE614A),3-0-0-0(9),ALOKE KUMAR DUTTA (I),W (L12) F (L12)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
416,SEMICONDUCTOR DEVICE MODELLING(EE616),3-0-0-0(9),YOGESH SINGH  CHAUHAN (I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
417,SEMICONDUCTOR DEVICE MODELLING(EE616A),3-0-0-0(9),YOGESH SINGH  CHAUHAN (I),M (ACES213) Th (ACES213)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
418,INDUSTRIAL AUTOMATION AND CONTROL(EE617),3-0-0-0(9),NISHCHAL K  VERMA   (I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
419,INDUSTRIAL AUTOMATION AND CONTROL(EE617A),3-0-0-0(9),NISHCHAL K  VERMA   (I),M (T204) Th (T204)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
420,INTEGRATED CIRCUIT FABRICATION TECHNOLOGY(EE618),3-0-0-0(9),S SUNDAR KUMAR  IYER   (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
421,INTEGRATED CIRCUIT FABRICATION TECHNOLOGY(EE618A),3-0-0-0(9),S SUNDAR KUMAR  IYER   (I),M (L15) Th (L15)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
422,VLSI SYSTEM DESIGN(EE619),3-0-0-0(9),Chithra (I),WF 15:30-17:00,,,W,F,,15:30 PM,17:00 PM,,,,,,,,,,
423,VLSI SYSTEM DESIGN(EE619A),3-0-0-0(9),Chithra (I),W (L09) F (L09)  15:30-17:00,,,W,F,,15:30 PM,17:00 PM,,,,,,,,,,
424,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS(EE621),3-0-0-0(9),ADRISH  BANERJEE   (I),WF 15:30-17:00,,,W,F,,15:30 PM,17:00 PM,,,,,,,,,,
425,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS(EE621A),3-0-0-0(9),ADRISH  BANERJEE   (I),W (L04) F (L04)  15:30-17:00,,,W,F,,15:30 PM,17:00 PM,,,,,,,,,,
426,SIMULATON OF MODERN POWER SYSTEMS(EE630),3-0-3-0(5),Gururaj Vishwanath(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
427,SIMULATON OF MODERN POWER SYSTEMS(EE630A),3-0-3-0(12),Gururaj Vishwanath(I),W (T212) F (T212)  10:30-12:00,,Th 14:00-16:50,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
428,ADVANCED POWER SYSTEM STABILITY(EE631),3-0-0-0(9),SAIKAT  CHAKRABARTI   (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
429,ADVANCED POWER SYSTEM STABILITY(EE631A),3-0-0-0(9),SAIKAT  CHAKRABARTI   (I),"T (T102)  14:00-15:15 ,M (T102)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
